,address,target_building_id,target_address
26433,"Боровая ул., 61Т",9310,"Санкт-Петербург, посёлок Стрельна, Боровая улица, дом 61, литера А"
9685,"Парковая ул., 5Х",102022,"г.Санкт-Петербург, Парковая улица, дом 5, литера Х"
23260,"Коммунаров ул., 74А",10254,"Санкт-Петербург, город Сестрорецк, улица Коммунаров, дом 74, литера А"
38559,"Гагаринская ул., 3Д",64677,"г.Санкт-Петербург, Гагаринская улица, дом 3, литера Д"
37738,"Большой пр. ПС, 71",21421,"г.Санкт-Петербург, Большой проспект П.С., дом 71, литера А"
15128,"Короленко ул., 9",91677,"г.Санкт-Петербург, улица Короленко, дом 9"
22235,"Шишкина ул., 30",75447,"Санкт-Петербург, посёлок Парголово, улица Шишкина, дом 30, литера А"
38635,"Скуридина ул., 6А",66433,"Санкт-Петербург, город Ломоносов, улица Скуридина, дом 6, литера А"
37020,"Смоленская ул., 3-5",15547,"г.Санкт-Петербург, Смоленская улица, дом 3-5, литера А"
15604,"Обуховской Обороны пр., 48",44566,"г.Санкт-Петербург, проспект Обуховской Обороны, дом 48, литера А"
27287,"Приморское шоссе, 126",114069,"Санкт-Петербург, посёлок Лисий Нос, Приморское шоссе, дом 126, литера А"
19264,"Фонтанки наб., 106",204244,"г.Санкт-Петербург, набережная реки Фонтанки, дом 106, литера К, сооружение 1"
27341,"Нижний парк, 27",58575,"Санкт-Петербург, муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 27, литера А"
14637,"Тюшина ул., 20",25839,"г.Санкт-Петербург, улица Тюшина, дом 20, литера А"
12775,"Московский пр., 175",108528,"г.Санкт-Петербург, Московский проспект, дом 175, литера А"
34745,"Константина Заслонова ул., 15",37591,"г.Санкт-Петербург, улица Константина Заслонова, дом 15, литера А"
21899,"Шпалерная ул., 47А",105814,"г.Санкт-Петербург, Шпалерная улица, дом 47, литера А"
6325,"Обводного наб.к., 134-138к21",88914,"г.Санкт-Петербург, набережная Обводного канала, дом 134-138"
29620,"Гривцова пер., 8",112662,"г.Санкт-Петербург, переулок Гривцова, дом 8, литера А"
38411,"Приморское шоссе, 674Ф",93142,"Санкт-Петербург, посёлок Молодёжное, Приморское шоссе, дом 674, литера Ф"
5673,"Ткачей ул., 50",69305,"г.Санкт-Петербург, улица Ткачей, дом 50, литера Б"
32831,"Рузовская ул., 13",23986,"г.Санкт-Петербург, Рузовская улица, дом 13, литера А"
31978,"Большой пр. ПС, 22-24",73007,"г.Санкт-Петербург, Большой проспект П.С., дом 22-24, литера А"
440,"Заячий пер., 2",45180,"Санкт-Петербург, город Петергоф, Заячий проезд, дом 2, литера А"
4987,"Старо-Петергофский пр., 18Е",24402,"г.Санкт-Петербург, Старо-Петергофский проспект, дом 18, литера Е"
17031,"Вёсельная ул., 4Б",197122,"г.Санкт-Петербург, Вёсельная улица, дом 4, литера Б"
31284,"Лиговский пр., 23",198535,"г.Санкт-Петербург, Лиговский проспект, дом 23, литера А"
35967,"Большеохтинский пр., 6-14",9913,"г.Санкт-Петербург, Большеохтинский проспект, дом 6, литера А"
12491,"Санкт-Петербургский пр., 20Ж",39333,"г.Санкт-Петербург, Рижский проспект, дом 20, литера И"
29631,"Революции шоссе, 73",25636,"г.Санкт-Петербург, шоссе Революции, дом 73, литера А"
9442,"Эстонская ул., 1",87183,"г.Санкт-Петербург, Эстонская улица, дом 1, литера А"
29994,"Лиговский пр., 114",65166,"г.Санкт-Петербург, Лиговский проспект, дом 114, литера А"
19048,"Земледельческая ул., 10х",26718,"г.Санкт-Петербург, Земледельческая улица, дом 10, литера В"
6086,"Большой пр. ПС, 48",79697,"г.Санкт-Петербург, Большой проспект П.С., дом 48, литера А"
17802,"Каховского пер., 11",31817,"г.Санкт-Петербург, переулок Каховского, дом 11, литера А"
8002,"Революции шоссе, 84",51196,"г.Санкт-Петербург, шоссе Революции, дом 84, корпус 1, литера А"
27002,"Мира ул., 28х",15884,"г.Санкт-Петербург, улица Мира, дом 28, литера А"
24802,"Средний пр. ВО, 13",6050,"г.Санкт-Петербург, Средний проспект В.О., дом 13"
24883,"Обводного наб.к., 118аЭ",24426,"г.Санкт-Петербург, набережная Обводного канала, дом 118а, литера Э"
15851,"Октябрьская наб., 76к1",30546,"г.Санкт-Петербург, Октябрьская набережная, дом 76, корпус 1, литера А"
34886,"Чапаева ул., 2А",139349,"г.Санкт-Петербург, улица Чапаева, дом 2, литера Б"
7219,"Ивановская ул., 36А",86345,"г.Санкт-Петербург, Ивановская улица, дом 36, литера А"
9602,"Коли Томчака ул., 14к2",99862,"г.Санкт-Петербург, улица Коли Томчака, дом 14, корпус 2, литера А"
20925,"Костромской пр., 44",212184,"г.Санкт-Петербург, Костромской проспект, дом 44, строение 1"
32030,"Коломенская ул., 43",64829,"г.Санкт-Петербург, Коломенская улица, дом 43, литера А"
7247,"Казанская пл., 2",49243,"г.Санкт-Петербург, Казанская площадь, дом 2, литера А"
6761,"Петергофское шоссе, 82к2",139311,"г.Санкт-Петербург, Петергофское шоссе, дом 82, корпус 2, литера А"
12512,"Политехническая ул., 29Н",2758,"г.Санкт-Петербург, Политехническая улица, дом 29, литера Н"
34064,"Константиновский пр., 21",81615,"г.Санкт-Петербург, Константиновский проспект, дом 21, литера А"
204,"Лесной пр., 7",80089,"г.Санкт-Петербург, Лесной проспект, дом 7"
11779,"Гоголя ул., 4",105091,"Санкт-Петербург, город Павловск, улица Гоголя, дом 4, литера А"
5852,"Лесной пр., 65к4",65530,"г.Санкт-Петербург, Лесной проспект, дом 65, корпус 4"
37862,"Воронежская ул., 45",109185,"г.Санкт-Петербург, Воронежская улица, дом 45, литера А"
20496,"Орбели ул., 9",65978,"г.Санкт-Петербург, улица Орбели, дом 9"
5512,"Лахтинский пр., 85Е",61079,"г.Санкт-Петербург, Лахтинский проспект, дом 85, литера Б"
30169,"Малоохтинский пр., 80",3422,"г.Санкт-Петербург, Малоохтинский проспект, дом 80"
15862,"Революции шоссе, 86",8190,"г.Санкт-Петербург, шоссе Революции, дом 86, корпус 3, литера А"
19061,"Малый пр. ВО, 9А",57792,"г.Санкт-Петербург, Малый проспект В.О., дом 9, литера К"
6398,"Камчатская ул., 12",71041,"г.Санкт-Петербург, Камчатская улица, дом 12, литера А"
9042,"Климов пер., 9",7713,"г.Санкт-Петербург, Климов переулок, дом 9, литера А"
7369,"Петровский пр., 22М",54635,"г.Санкт-Петербург, Петровский проспект, дом 22, литера М"
2894,"Кадетская линия ВО, 17",100902,"г.Санкт-Петербург, Кадетская линия В.О., дом 17, литера А"
23139,"Приморское шоссе, 364О",59782,"Санкт-Петербург, посёлок Солнечное, Приморское шоссе, дом 364, литера О"
4048,"Кутузова наб., 36хх",703,"г.Санкт-Петербург, набережная Кутузова, дом 36"
32951,"Лесной пр., 20к3",49470,"г.Санкт-Петербург, Лесной проспект, дом 20, корпус 3, литера А"
30150,"Марата ул., 63",33405,"г.Санкт-Петербург, улица Марата, дом 63, литера Ж"
11620,"Корпусная ул., 28А",112986,"г.Санкт-Петербург, Корпусная улица, дом 28а, литера В"
31171,"Обводного наб.к., 133",51911,"г.Санкт-Петербург, набережная Обводного канала, дом 133"
21736,"Обуховской Обороны пр., 21к2",74823,"г.Санкт-Петербург, проспект Обуховской Обороны, дом 21, корпус 2, литера А"
30248,"Стачек пл., 2х",24714,"г.Санкт-Петербург, площадь Стачек, дом 2, литера А"
16783,"Культуры ул., 11",45532,"Санкт-Петербург, город Колпино, улица Культуры, дом 11, литера А"
22144,"Пляжевая ул., 3",106247,"Санкт-Петербург, посёлок Ушково, Пляжевая улица, дом 3, литера А"
34495,"Лиговский пр., 162",102277,"г.Санкт-Петербург, Лиговский проспект, дом 162, литера А"
32535,"Чайковского ул., 69",85232,"г.Санкт-Петербург, улица Чайковского, дом 69, литера А"
16072,"Непокоренных пр., 2А",100694,"г.Санкт-Петербург, проспект Непокорённых, дом 2, литера А"
11135,"Ленина пр., 92к1",17924,"Санкт-Петербург, город Красное Село, проспект Ленина, дом 92, корпус 1, литера А"
30391,"Московский пр., 138",17946,"г.Санкт-Петербург, Московский проспект, дом 138, литера А"
6743,"Дибуновская ул., 22",124669,"г.Санкт-Петербург, Дибуновская улица, дом 22, литера А"
27386,"Обводного наб.к., 131",38063,"г.Санкт-Петербург, набережная Обводного канала, дом 131"
14695,"Фонтанки наб., 90к4",46159,"г.Санкт-Петербург, набережная реки Фонтанки, дом 90, корпус 4, литера Г"
7572,"Ириновский пр., 37к2",13467,"г.Санкт-Петербург, Ириновский проспект, дом 37, корпус 2, литера А"
4307,"Ленина пр., 18",113039,"Санкт-Петербург, город Кронштадт, проспект Ленина, дом 18, литера А"
1380,"Черноморский пер., 3",7871,"г.Санкт-Петербург, Черноморский переулок, дом 3"
11442,"Тихорецкий пр., 10к1",98323,"г.Санкт-Петербург, Тихорецкий проспект, дом 10, корпус 1, литера А"
29457,"Дегтярная ул., 5х",56298,"г.Санкт-Петербург, Дегтярная улица, дом 5а, литера И"
5920,"Мойки наб., 60В",75750,"г.Санкт-Петербург, набережная реки Мойки, дом 60, литера В"
4209,"Юрия Гагарина пр., 71х",28457,"г.Санкт-Петербург, проспект Юрия Гагарина, дом 71, литера А"
19347,"Новостроек ул., 34",109613,"Санкт-Петербург, посёлок Песочный, улица Новостроек, дом 34, литера А"
33290,"Артиллерийская ул., 3",57257,"Санкт-Петербург, город Пушкин, Артиллерийская улица, дом 3, литера А"
15588,"Варшавская ул., 7",13496,"г.Санкт-Петербург, Варшавская улица, дом 7, литера А"
11089,"Магазейная ул., 51",35291,"Санкт-Петербург, город Пушкин, Магазейная улица, дом 51, литера А"
17783,"Лиговский пр., 289Б",691,"г.Санкт-Петербург, Лиговский проспект, дом 289, литера Б"
23366,"Угольная ул., 7А",99692,"Санкт-Петербург, город Ломоносов, Угольная улица, дом 7, литера А"
531,"Таврическая ул., 6х",204116,"г.Санкт-Петербург, Таврическая улица, дом 6"
33967,"Шкиперский проток ул., 15",34525,"г.Санкт-Петербург, Шкиперский проток, дом 15, литера В"
38632,"Черной речки наб., 4",24912,"г.Санкт-Петербург, набережная Чёрной речки, дом 4, литера А"
34431,"Петровская наб., 4",60506,"г.Санкт-Петербург, Петровская набережная, дом 4, литера А"
2031,"Партизана Германа ул., 32к1",197220,"г.Санкт-Петербург, улица Партизана Германа, дом 32, литера А"
10494,"Средняя ул., 28",130652,"Санкт-Петербург, город Петергоф, территория Скороход, Средняя улица, дом 28, литера А"
2563,"Савушкина ул., 14Б",48033,"г.Санкт-Петербург, улица Савушкина, дом 14б, литера А"
37583,"2-я линия ВО, 57",197110,"г.Санкт-Петербург, 2-я линия В.О., дом 57"
32531,"Крестовки наб., 10",107825,"г.Санкт-Петербург, набережная реки Крестовки, дом 10, литера А"
20783,"Федотовская дорожка, 23",75229,"Санкт-Петербург, город Сестрорецк, Федотовская дорожка, дом 23, литера А"
12179,"Ленина пр., 24",83681,"г.Санкт-Петербург, Ольгино, проспект Ленина, дом 24, литера А"
7570,"2-я Жерновская ул., 46",110411,"г.Санкт-Петербург, 2-я Жерновская улица, дом 46, литера А"
26111,"Павловская ул., 2",212554,"Санкт-Петербург, город Павловск, тер. СНТ ""Вировец-1"", Павловская улица, дом 2, строение 1"
14342,"Приморское шоссе, 436",12431,"Санкт-Петербург, посёлок Репино, Приморское шоссе, дом 436, литера А"
6236,"Профессора Попова ул., 39х",73108,"г.Санкт-Петербург, улица Профессора Попова, дом 39, литера А"
23173,"Героев пр., 23А",209672,"г.Санкт-Петербург, проспект Героев, дом 23, литера А"
38192,"Приморское шоссе, 671",89062,"Санкт-Петербург, посёлок Молодёжное, Приморское шоссе, дом 671, литера А"
24973,"Большой Сампсониевский пр., 41х",45295,"г.Санкт-Петербург, Большой Сампсониевский проспект, дом 41, литера А"
3587,"Днепровский пер., 5",24727,"г.Санкт-Петербург, Днепровский переулок, дом 5"
11431,"Московский пр., 193",130101,"г.Санкт-Петербург, Московский проспект, дом 193, литера А"
23997,"Новоорловская ул., 76",112610,"г.Санкт-Петербург, Новоорловская улица, дом 76, литера А"
9720,"Веденеева ул., 12к1",81163,"г.Санкт-Петербург, улица Веденеева, дом 12, корпус 1, литера А"
36884,"Канонерская ул., 1",113518,"г.Санкт-Петербург, Канонерская улица, дом 1"
3399,"Полозова ул., 18",32934,"г.Санкт-Петербург, Полозова улица, дом 18"
15574,"Приморский пр., 43А",208244,"г.Санкт-Петербург, Приморский проспект, дом 43"
22404,"Верхний сад, 2",77884,"г.Санкт-Петербург, 1-й Верхний переулок, дом 2, литера А"
8577,"Приморский пр., 1",219165,"Санкт-Петербург, муниципальный округ Южно-Приморский, набережная Матисова канала, дом 1, строение 1"
2075,"Мира ул., 23",88551,"г.Санкт-Петербург, улица Мира, дом 23, литера А"
1486,"Благодатная ул., 36",107176,"г.Санкт-Петербург, Благодатная улица, дом 36, литера А"
28830,"Большая Пушкарская ул., 24",87351,"г.Санкт-Петербург, Большая Пушкарская улица, дом 24, литера А"
13289,"Краснофлотское шоссе, 60",89776,"Санкт-Петербург, город Ломоносов, Краснофлотское шоссе, дом 60, литера А"
27158,"Благодатная ул., 57А",126342,"г.Санкт-Петербург, Благодатная улица, дом 57, литера А"
10948,"Надгорная ул., 16А",74691,"Санкт-Петербург, город Павловск, Надгорная улица, дом 16, литера А"
36376,"Синопская наб., 50",70215,"г.Санкт-Петербург, Синопская набережная, дом 50, литера Е"
6771,"Московский пр., 70к2",53274,"г.Санкт-Петербург, Московский проспект, дом 70, корпус 2, литера Ж"
31369,"Дровяной пер., 14",82782,"г.Санкт-Петербург, Дровяной переулок, дом 14, литера А"
22649,"Социалистическая ул., 4",125330,"Санкт-Петербург, город Красное Село, Социалистическая улица, дом 4, корпус 1, литера А"
33360,"Съезжинская ул., 25",76548,"г.Санкт-Петербург, Съезжинская улица, дом 25, литера А"
28670,"Мельничная ул., 8Д",5993,"г.Санкт-Петербург, Мельничная улица, дом 8, литера Д"
25369,"Кудринский пер., 9",18658,"Санкт-Петербург, посёлок Комарово, Кудринский переулок, дом 9, литера А"
9272,"Тбилисская ул., 12х",31249,"г.Санкт-Петербург, Тбилисская улица, дом 12, литера А"
19276,"Павловский парк, 26",69147,"Санкт-Петербург, город Ломоносов, Павловский проспект, дом 26, литера А"
23353,"Краснофлотское шоссе, 62Ж",32662,"Санкт-Петербург, город Ломоносов, Краснофлотское шоссе, дом 62, литера Ж"
6225,"Червонного Казачества ул., 34",101982,"г.Санкт-Петербург, улица Червонного Казачества, дом 34, литера А"
20446,"Дачная ул., 30",22567,"Санкт-Петербург, посёлок Песочный, Дачная улица, дом 30, литера А"
2932,"Косая линия ВО, 15Б",124418,"г.Санкт-Петербург, Косая линия, дом 15б, литера А"
3802,"Малая Невка р., 2",102384,"г.Санкт-Петербург, Малая Бухарестская улица, дом 2, литера А"
27901,"Конно-Гренадерская ул., 1Б",138233,"Санкт-Петербург, город Петергоф, Конно-Гренадерская улица, дом 1, литера Б"
36610,"16-я линия ВО, 29",33740,"г.Санкт-Петербург, 16-я линия В.О., дом 29, литера А"
6503,"Петроградская ул., 9",12859,"г.Санкт-Петербург, Петроградская улица, дом 9, литера А"
14229,"Приморское шоссе, 94",427,"Санкт-Петербург, посёлок Лисий Нос, Приморское шоссе, дом 94, литера А"
4152,"Профессора Попова ул., 47",204769,"г.Санкт-Петербург, улица Профессора Попова, дом 47, литера А"
30859,"Бакунина пр., 33",75640,"г.Санкт-Петербург, проспект Бакунина, дом 33, литера А"
25340,"21-я линия ВО, 2-4з",90498,"г.Санкт-Петербург, 21-я линия В.О., дом 2"
23190,"Новоалександровская ул., 25",19990,"Санкт-Петербург, муниципальный округ Коломяги, территория Шувалово, Новоалександровская улица, дом 25, литера А"
1938,"Московское шоссе, 44к11",212625,"г.Санкт-Петербург, Московское шоссе, дом 44, строение 11"
8629,"Выборгское шоссе, 68х",39913,"г.Санкт-Петербург, Выборгское шоссе, дом 68, литера А"
13714,"Владимирский пр., 20З",77186,"г.Санкт-Петербург, Владимирский проспект, дом 20, литера З"
15593,"Варшавская ул., 23к1",74794,"г.Санкт-Петербург, Варшавская улица, дом 23, корпус 1, литера А"
31910,"Ульяны Громовой пер., 6",198537,"г.Санкт-Петербург, переулок Ульяны Громовой, дом 6, литера А"
9680,"Обуховской Обороны пр., 51Э",39391,"г.Санкт-Петербург, проспект Обуховской Обороны, дом 51, литера Э"
19035,"Сапёрная ул., 43",58369,"Санкт-Петербург, город Пушкин, Сапёрная улица, дом 43, литера А"
6557,"Гаванская ул., 47",14702,"г.Санкт-Петербург, Гаванская улица, дом 47, литера А"
14993,"Александровская ул., 37",124265,"Санкт-Петербург, посёлок Александровская, улица Встреч, дом 37, литера А"
38538,"3-й Верхний пер., 1к3",49777,"г.Санкт-Петербург, 3-й Верхний переулок, дом 1, корпус 3, литера А"
12216,"Посадская ул., 9",33480,"Санкт-Петербург, город Кронштадт, Посадская улица, дом 9, литера А"
19655,"Руставели ул., 11",1569,"г.Санкт-Петербург, улица Руставели, дом 11, литера А"
26671,"Варваринская ул., 8",94700,"г.Санкт-Петербург, Варваринская улица, дом 8, литера А"
18501,"Курчатова ул., 6",27080,"г.Санкт-Петербург, улица Курчатова, дом 6, корпус 3, литера А"
8550,"Лагоды ул., 1-9",219287,"г.Санкт-Петербург, улица Лагоды, дом 1, строение 1"
1352,"Коли Томчака ул., 16х",99015,"г.Санкт-Петербург, улица Коли Томчака, дом 16, литера А"
26804,"Угловой пер., 9-11",7135,"г.Санкт-Петербург, Угловой переулок, дом 9, литера А"
19987,"Лётчика Пилютова ул., 6к1",73246,"г.Санкт-Петербург, улица Лётчика Пилютова, дом 6, корпус 1, литера А"
4986,"24-я линия ВО, 25",13583,"г.Санкт-Петербург, 24-я линия В.О., дом 25, корпус 2, литера А"
23609,"Загородная ул., 50",111153,"Санкт-Петербург, город Колпино, Загородная улица, дом 50, литера А"
38447,"Беринга ул., 1х",7027,"г.Санкт-Петербург, улица Беринга, дом 1, литера А"
1288,"Маяковского ул., 4",55921,"г.Санкт-Петербург, улица Маяковского, дом 4, литера А"
24210,"Энгельса пр., 132к1",63449,"г.Санкт-Петербург, проспект Энгельса, дом 132, корпус 1, литера А"
25779,"Петергофское шоссе, 43к1",165487,"г.Санкт-Петербург, Петергофское шоссе, дом 43, корпус 1, литера А"
12926,"Коллонтай ул., 38",14686,"г.Санкт-Петербург, улица Коллонтай, дом 38, литера А"
24036,"Дудко ул., 5х",204288,"г.Санкт-Петербург, улица Дудко, дом 5, литера А, сооружение 1"
15364,"Большая Озёрная ул., 16",62232,"г.Санкт-Петербург, Большая Озёрная улица, дом 16, литера А"
13394,"Пушкинская ул., 16",38672,"г.Санкт-Петербург, Пушкинская улица, дом 16, литера А"
25986,"Мосина ул., 1-5",74107,"Санкт-Петербург, город Сестрорецк, улица Мосина, дом 1, литера А"
5408,"Серебряков пер., 1Б",889,"г.Санкт-Петербург, Серебряков переулок, дом 1, литера Б"
9034,"3-я линия ВО, 2А",64354,"г.Санкт-Петербург, 3-я линия В.О., дом 2а"
6266,"Восстания ул., 43",90761,"г.Санкт-Петербург, улица Восстания, дом 43, литера А"
15951,"Глухая Зеленина ул., 2",129563,"г.Санкт-Петербург, Глухая Зеленина улица, дом 2, литера А"
1876,"Маринеско ул., 6",15613,"г.Санкт-Петербург, улица Маринеско, дом 6, литера А"
13607,"Московское шоссе, 34",23248,"г.Санкт-Петербург, Московское шоссе, дом 34, литера А"
4071,"Большой пр. ПС, 83",74476,"г.Санкт-Петербург, Большой проспект В.О., дом 83, литера А"
24830,"Мира ул., 21",94789,"Санкт-Петербург, посёлок Левашово, улица Мира, дом 21, литера А"
38466,"Бабушкина ул., 56х",106529,"г.Санкт-Петербург, улица Бабушкина, дом 56, корпус 1, литера А"
18034,"Волковский пр., 132",12707,"г.Санкт-Петербург, Волковский проспект, дом 132, литера А"
8147,"Учительская ул., 16",53816,"г.Санкт-Петербург, Учительская улица, дом 16, литера Б"
34657,"Малая Посадская ул., 18",45360,"г.Санкт-Петербург, Малая Посадская улица, дом 18, корпус 1, литера А"
684,"Бармалеева ул., 5",97901,"г.Санкт-Петербург, Бармалеева улица, дом 5"
11547,"Ленина пр., 99",125344,"Санкт-Петербург, город Красное Село, проспект Ленина, дом 99, литера А"
33460,"Ленина ул., 26",198907,"г.Санкт-Петербург, улица Ленина, дом 26, литера А"
20300,"Моравский пер., 5",199130,"г.Санкт-Петербург, Моравский переулок, дом 5, литера А"
586,"Казанская ул., 3",17881,"г.Санкт-Петербург, Казанская улица, дом 3, литера А"
2845,"Ветеранов пр., 118к2",101704,"г.Санкт-Петербург, проспект Ветеранов, дом 118, корпус 2, литера А"
29674,"Мартынова наб., 12",56920,"г.Санкт-Петербург, набережная Мартынова, дом 12, литера А"
9483,"Озерковский пр., 14",96415,"г.Санкт-Петербург, Озерковский проспект, дом 14, литера А"
10633,"Дачная ул., 22",104299,"Санкт-Петербург, посёлок Лисий Нос, Дачная улица, дом 22, литера А"
27748,"Просвещения пр., 23к2",72096,"г.Санкт-Петербург, проспект Просвещения, дом 23, литера А"
5186,"1-я Берёзовая аллея, 16",88821,"г.Санкт-Петербург, 1-я Берёзовая аллея, дом 16-18, литера А"
11415,"19-я линия ВО, 22к2",8753,"г.Санкт-Петербург, 19-я линия В.О., дом 22, корпус 2, литера А"
14089,"Малая Балканская ул., 30",62876,"г.Санкт-Петербург, Малая Балканская улица, дом 30, корпус 2, литера А"
