,address,target_building_id,target_address
6192,"Пловдивская, д.1/10",70769,"г.Санкт-Петербург, Пловдивская улица, дом 1, корпус 2, литера А"
4242,"12 линия, д.45",90879,"г.Санкт-Петербург, 12-я линия В.О., дом 45, литера А"
6056,"Димитрова, д.14",79911,"г.Санкт-Петербург, улица Димитрова, дом 14, корпус 1, литера А"
1162,"Лермонтовский, д.23",3105,"г.Санкт-Петербург, Лермонтовский проспект, дом 23, литера А"
189,"Английская наб., д.46",39240,"г.Санкт-Петербург, Английская набережная, дом 46"
6870,"Большевиков, д.45",18346,"г.Санкт-Петербург, проспект Большевиков, дом 45, литера А"
4246,"12 линия, д.53",198790,"г.Санкт-Петербург, 12-я линия В.О., дом 53, литера А"
2482,"Бульвар Новаторов, д.55",32829,"г.Санкт-Петербург, бульвар Новаторов, дом 55, литера А"
6585,"Звездная, д.13",8124,"г.Санкт-Петербург, Звёздная улица, дом 13, литера А"
4006,"наб. реки Фонтанки, д.84",75647,"г.Санкт-Петербург, набережная реки Фонтанки, дом 84, литера А"
1928,"Ветеранов, д.89",30817,"г.Санкт-Петербург, проспект Ветеранов, дом 89, литера А"
5875,"Альпийский, д.45",53509,"г.Санкт-Петербург, Альпийский переулок, дом 45, литера А"
5853,"Альпийский, д.11",25652,"г.Санкт-Петербург, Альпийский переулок, дом 11, корпус 1, литера А"
2418,"Зины Портновой, д.30",84338,"г.Санкт-Петербург, улица Зины Портновой, дом 30, литера А"
107,"Почтамтская, д.10",85847,"г.Санкт-Петербург, Почтамтская улица, дом 10, литера А"
5034,"Кораблестроителей, д.44",15471,"г.Санкт-Петербург, улица Кораблестроителей, дом 44, корпус 1, литера А"
4019,"Фурштатская, д.19",9390,"г.Санкт-Петербург, Фурштатская улица, дом 19, литера А"
4609,"6 линия, д.41",36020,"г.Санкт-Петербург, 6-я линия В.О., дом 41, литера А"
2732,"6 Советская , д.4",102726,"г.Санкт-Петербург, 6-я Советская улица, дом 4, литера А"
1483,"Исаакиевская пл., д.4",54524,"г.Санкт-Петербург, Исаакиевская площадь, дом 4, литера А"
1906,"Ветеранов, д.51",114260,"г.Санкт-Петербург, проспект Ветеранов, дом 51, литера А"
6850,"Дальневосточный, д.69/7",87294,"г.Санкт-Петербург, Дальневосточный проспект, дом 69, корпус 1, литера А"
4583,"5 линия, д.56",109729,"г.Санкт-Петербург, 5-я линия В.О., дом 56, литера А"
6657,"Бассейная, д.79",68096,"г.Санкт-Петербург, Бассейная улица, дом 79, литера А"
7003,"Крыленко, д.21",10671,"г.Санкт-Петербург, улица Крыленко, дом 21, корпус 1, литера С"
5988,"Будапештская, д.91",34142,"г.Санкт-Петербург, Будапештская улица, дом 91, корпус 1, литера А"
1644,"Большая Морская, д.36",20678,"г.Санкт-Петербург, Большая Морская улица, дом 36, литера А"
6672,"Юрия Гагарина, д.22",81923,"г.Санкт-Петербург, проспект Юрия Гагарина, дом 22, корпус 1, литера А"
1638,"Большая Морская, д.25",55632,"г.Санкт-Петербург, Большая Морская улица, дом 25, литера А"
5558,"Федосеенко, д.23",126146,"г.Санкт-Петербург, улица Федосеенко, дом 23, литера А"
6891,"Народная, д.85",69565,"г.Санкт-Петербург, Народная улица, дом 85, литера А"
3560,"Невский, д.115",13459,"г.Санкт-Петербург, Невский проспект, дом 115, литера А"
4414,"18 линия, д.55",67391,"г.Санкт-Петербург, 18-я линия В.О., дом 55, корпус 3, литера А"
3860,"Смольного, д.2",64601,"г.Санкт-Петербург, улица Смольного, дом 2, литера А"
2444,"Ленинский, д.118",61941,"г.Санкт-Петербург, Ленинский проспект, дом 118, корпус 1, литера А"
3963,"Тележная , д.22",8291,"г.Санкт-Петербург, Тележная улица, дом 22, литера А"
2229,"Краснопутиловская, д.9",81811,"г.Санкт-Петербург, Краснопутиловская улица, дом 9, литера А"
350,"7 Красноармейская, д.17",534,"г.Санкт-Петербург, 7-я Красноармейская улица, дом 17, литера А"
2411,"Зины Портновой, д.18",24889,"г.Санкт-Петербург, улица Зины Портновой, дом 18, литера А"
1707,"Десантников, д.34",61496,"г.Санкт-Петербург, улица Десантников, дом 34, литера А"
3073,"Гончарная , д.6",6272,"г.Санкт-Петербург, Гончарная улица, дом 6, литера Г"
4741,"Беринга, д.34",60559,"г.Санкт-Петербург, улица Беринга, дом 34, литера А"
7121,"Металлистов., д.117",215105,"г.Санкт-Петербург, проспект Металлистов, дом 117, строение 1"
4215,"11 линия, д.26",56000,"г.Санкт-Петербург, 11-я линия В.О., дом 26, литера А"
983,"Балтийская, д.34",92827,"г.Санкт-Петербург, Балтийская улица, дом 34, литера А"
3267,"Кирочная , д.59",25323,"г.Санкт-Петербург, Кирочная улица, дом 59, литера А"
4529,"3 линия, д.46",3835,"г.Санкт-Петербург, 3-я линия В.О., дом 46, литера А"
5141,"Наличная, д.14",94547,"г.Санкт-Петербург, Наличная улица, дом 14, литера А"
4864,"Гаванская, д.54",62885,"г.Санкт-Петербург, Гаванская улица, дом 54, литера А"
3911,"Суворовский , д.1/8",81127,"Санкт-Петербург, город Петергоф, Суворовский городок, дом 1, литера А"
5746,"Львовская, д.10",27121,"г.Санкт-Петербург, Львовская улица, дом 10, литера А"
3035,"Восстания, д.22",104730,"г.Санкт-Петербург, улица Восстания, дом 22, литера А"
6381,"Краснопутиловская, д.71",105822,"г.Санкт-Петербург, Краснопутиловская улица, дом 71, литера А"
2922,"Боровая, д.53 ",107564,"г.Санкт-Петербург, Боровая улица, дом 53, корпус 1, литера А"
4994,"Кима пр, д.28",4590,"г.Санкт-Петербург, проспект КИМа, дом 28, литера А"
6973,"Крыленко, д.13",110458,"г.Санкт-Петербург, улица Крыленко, дом 13, корпус 1, литера Ч"
1619,"Столярный пер, д.4",60023,"г.Санкт-Петербург, Столярный переулок, дом 4, литера А"
1045,"Курляндская, д.23",72485,"г.Санкт-Петербург, Курляндская улица, дом 23, литера А"
5098,"Мичманская, д.4",30513,"г.Санкт-Петербург, Мичманская улица, дом 4, литера А"
3401,"Малодетскосельский, д.22/29",44619,"г.Санкт-Петербург, Малодетскосельский проспект, дом 22"
6174,"Малая Бухарестскаяица, д.10",36311,"г.Санкт-Петербург, Малая Бухарестская улица, дом 10, корпус 1, литера А"
2066,"Солдата Корзуна, д.56",20904,"г.Санкт-Петербург, улица Солдата Корзуна, дом 56, литера А"
4934,"Кадетская линия, д.9",70614,"г.Санкт-Петербург, Кадетская линия В.О., дом 9, литера А"
1843,"Ленинский, д.104",85924,"г.Санкт-Петербург, Ленинский проспект, дом 104, литера А"
6123,"Загребский бульвар, д.39",63138,"г.Санкт-Петербург, Загребский бульвар, дом 39, корпус 1, литера А"
1629,"наб. реки Мойки, д.60",44643,"г.Санкт-Петербург, набережная реки Мойки, дом 60, литера А"
3820,"Саперный пер. , д.19",66202,"г.Санкт-Петербург, Сапёрный переулок, дом 19, литера А"
2815,"8 Советская , д.54",89315,"г.Санкт-Петербург, 8-я Советская улица, дом 54, литера А"
6748,"Рыбацкий, д.43",8863,"г.Санкт-Петербург, Рыбацкий проспект, дом 43, корпус 1, литера А"
136,"Конногвардейский бульвар, д.13",12714,"г.Санкт-Петербург, Конногвардейский бульвар, дом 13, литера А"
3575,"Невский, д.134",76353,"г.Санкт-Петербург, Невский проспект, дом 134, литера А"
100,"Большая Морская, д.67",123903,"г.Санкт-Петербург, Большая Морская улица, дом 67, литера А"
4905,"Донская, д.10",98463,"г.Санкт-Петербург, Донская улица, дом 10, литера А"
2618,"Дачный, д.24",11005,"г.Санкт-Петербург, Дачный проспект, дом 24, литера А"
662,"Маршала Говорова, д.49",37729,"г.Санкт-Петербург, улица Маршала Говорова, дом 49, литера А"
4830,"Весельная, д.10",12040,"г.Санкт-Петербург, Вёсельная улица, дом 10, литера А"
6204,"Пражская, д.23",107223,"г.Санкт-Петербург, Пражская улица, дом 23, литера А"
6655,"Космонавтов, д.15",56188,"г.Санкт-Петербург, проспект Космонавтов, дом 15, литера А"
914,"Стачек, д.8/2",113593,"г.Санкт-Петербург, проспект Стачек, дом 8/2, литера А"
6675,"Типанова, д.25",215203,"г.Санкт-Петербург, улица Типанова, дом 25, корпус 1, строение 1"
3332,"Курская , д.5-7",78023,"г.Санкт-Петербург, Курская улица, дом 5, литера А"
1794," пр Стачек , д.204",56719,"г.Санкт-Петербург, проспект Стачек, дом 204, литера А"
711,"Белоусова, д.5",80257,"г.Санкт-Петербург, улица Белоусова, дом 5, литера А"
1316,"наб. реки Пряжки, д.18-20",198554,"г.Санкт-Петербург, набережная реки Пряжки, дом 18"
4507,"3 линия, д.8",9158,"г.Санкт-Петербург, 3-я линия В.О., дом 8, литера А"
4809,"Большой пр В.О., д.91",50417,"г.Санкт-Петербург, Большой проспект В.О., дом 91, литера А"
5994,"Бухарестская, д.112",55696,"г.Санкт-Петербург, Бухарестская улица, дом 112, литера А"
4509,"3 линия, д.6",92632,"г.Санкт-Петербург, 3-я линия В.О., дом 6"
6758,"Прогонная, д.10",95201,"Санкт-Петербург, город Петергоф, Прогонная улица, дом 10, литера А"
6887,"Народная, д.79",52941,"г.Санкт-Петербург, Народная улица, дом 79, литера С"
3899,"Суворовский , д.49",112674,"г.Санкт-Петербург, Суворовский проспект, дом 49"
1171,"Лабутина, д.20-22",48785,"г.Санкт-Петербург, улица Лабутина, дом 20"
3792,"Рылеева , д.11",110732,"г.Санкт-Петербург, улица Рылеева, дом 11, литера А"
7086,"Октябрьская наб., д.112",40083,"г.Санкт-Петербург, Октябрьская набережная, дом 112, корпус 1, литера А"
4852,"Гаванская, д.6",197125,"г.Санкт-Петербург, Гаванская улица, дом 6, литера А"
6541,"Космонавтов, д.80",93751,"г.Санкт-Петербург, проспект Космонавтов, дом 80, литера А"
2363,"Примакова, д.14",11438,"г.Санкт-Петербург, улица Примакова, дом 14, литера А"
5206,"Опочинина, д.3",20391,"г.Санкт-Петербург, Опочинина улица, дом 3, литера А"
6183,"Малая Карпатская, д.15",108810,"г.Санкт-Петербург, Малая Карпатская улица, дом 15, литера А"
3059,"Гагаринская , д.24",5697,"г.Санкт-Петербург, Гагаринская улица, дом 24, литера А"
6518,"Типанова, д.40",69735,"г.Санкт-Петербург, улица Типанова, дом 40, литера А"
328,"4 Красноармейская, д.6",30146,"г.Санкт-Петербург, 4-я Красноармейская улица, дом 6, литера А"
522,"Бойцова, д.6",23540,"г.Санкт-Петербург, переулок Бойцова, дом 6, литера А"
2669,"3 Советская , д.6",113188,"г.Санкт-Петербург, 3-я Советская улица, дом 6, литера А"
6816,"Шлиссельбургский, д.2",18692,"г.Санкт-Петербург, Шлиссельбургский проспект, дом 2, корпус 1, литера А"
2250,"Краснопутиловская, д.43",55395,"г.Санкт-Петербург, Краснопутиловская улица, дом 43, литера А"
6274,"Софийская, д.42",1764,"г.Санкт-Петербург, Софийская улица, дом 42, корпус 1, литера А"
6594,"Ленсовета, д.34",105597,"г.Санкт-Петербург, улица Ленсовета, дом 34, литера А"
750,"Гладкова, д.1",33719,"г.Санкт-Петербург, улица Гладкова, дом 1, литера А"
4838,"Гаванская, д.27",90677,"г.Санкт-Петербург, Гаванская улица, дом 27, литера А"
3132,"Дегтярный пер., д.8-10",82860,"г.Санкт-Петербург, Дегтярный переулок, дом 8-10, литера А"
4359,"16 линия, д.47",57675,"г.Санкт-Петербург, 16-я линия В.О., дом 47, литера А"
899,"Балтийская, д.17",199190,"г.Санкт-Петербург, Балтийская улица, дом 17, литера А"
2260,"Краснопутиловская, д.34",88935,"г.Санкт-Петербург, Краснопутиловская улица, дом 34, литера А"
6152,"Купчинская, д.6/4",22240,"г.Санкт-Петербург, Купчинская улица, дом 6, корпус 1"
2710,"5 Советская, д.20",109982,"г.Санкт-Петербург, 5-я Советская улица, дом 20, литера А"
5264,"Средний, д.52",63734,"г.Санкт-Петербург, Средний проспект В.О., дом 52, литера А"
1697,"Маршала Захарова, д.56",27728,"г.Санкт-Петербург, улица Маршала Захарова, дом 56, литера А"
4669,"8 линия, д.57",9900,"г.Санкт-Петербург, 8-я линия В.О., дом 57, литера А"
2523,"Подводника Кузьмина, д.14",109906,"г.Санкт-Петербург, улица Подводника Кузьмина, дом 14, литера А"
1324,"Писарева, д.6-8",98104,"г.Санкт-Петербург, улица Писарева, дом 6"
1931,"Ветеранов, д.93",3141,"г.Санкт-Петербург, проспект Ветеранов, дом 93, литера А"
1104,"Дровяная, д.6-8",95776,"г.Санкт-Петербург, Дровяная улица, дом 6, литера А"
4040,"Фурштатская, д.48",58655,"г.Санкт-Петербург, Фурштатская улица, дом 48, литера А"
5807,"Маршала Тухачевского, д.4.",17076,"г.Санкт-Петербург, улица Маршала Тухачевского, дом 4"
5866,"Альпийский, д.26",66137,"г.Санкт-Петербург, Альпийский переулок, дом 26, литера А"
2838,"9 Советская , д.32",24892,"г.Санкт-Петербург, 9-я Советская улица, дом 32"
4613,"6 линия, д.49",17331,"г.Санкт-Петербург, 6-я линия В.О., дом 49, литера А"
1443,"наб. реки Мойки, д.102",215036,"г.Санкт-Петербург, набережная реки Мойки, дом 102, строение 1"
4908,"Железноводская, д.29",103229,"г.Санкт-Петербург, Железноводская улица, дом 29, литера А"
1959,"Лени Голикова, д.13",79651,"г.Санкт-Петербург, улица Лёни Голикова, дом 13, литера А"
3465,"Можайская, д.34",79312,"г.Санкт-Петербург, Можайская улица, дом 34, литера А"
4498,"26 линия, д.7",213751,"г.Санкт-Петербург, 26-я линия В.О., дом 7, строение 1"
5103,"Морская наб., д.21",94832,"г.Санкт-Петербург, Морская набережная, дом 21, корпус 1, литера А"
6140,"Купчинская, д.24",138728,"г.Санкт-Петербург, Купчинская улица, дом 24, литера А"
2864,"Б. Казачий пер. , д.4",40095,"г.Санкт-Петербург, Большой Казачий переулок, дом 4, литера А"
3747,"Радищева , д.3",106533,"г.Санкт-Петербург, улица Радищева, дом 3, литера А"
3832,"Серпуховская , д.14",48494,"г.Санкт-Петербург, Серпуховская улица, дом 14, литера А"
407,"4 Красноармейская, д.19",4539,"г.Санкт-Петербург, 4-я Красноармейская улица, дом 19, литера А"
3041,"Восстания, д.53",3716,"г.Санкт-Петербург, улица Восстания, дом 53, литера А"
798,"Трефолева, д.23",74784,"г.Санкт-Петербург, улица Трефолева, дом 23, литера А"
3299,"Ковенский, д.21  ",198572,"г.Санкт-Петербург, Ковенский переулок, дом 21"
3150,"Жуковского , д.32",80601,"г.Санкт-Петербург, улица Жуковского, дом 32, литера А"
5150,"Наличная, д.36",15305,"г.Санкт-Петербург, Наличная улица, дом 36, корпус 1, литера А"
1504,"Гривцова, д.13",48332,"г.Санкт-Петербург, переулок Гривцова, дом 13"
5619,"Замшина, д.29",36234,"г.Санкт-Петербург, Замшина улица, дом 29, литера А"
356,"4 Красноармейская, д.14",27455,"г.Санкт-Петербург, 4-я Красноармейская улица, дом 14, литера А"
6377,"Краснопутиловская, д.83",47352,"г.Санкт-Петербург, Краснопутиловская улица, дом 83, литера А"
1748,"Ленинский, д.77",4076,"г.Санкт-Петербург, Ленинский проспект, дом 77, корпус 1, литера А"
1939,"Ветеранов, д.102",95503,"г.Санкт-Петербург, проспект Ветеранов, дом 102, литера А"
5107,"Морская наб., д.35",22729,"г.Санкт-Петербург, Морская набережная, дом 35, корпус 1, литера А"
976,"Тракторная, д.13",94777,"г.Санкт-Петербург, Тракторная улица, дом 13, литера А"
2117,"Танкиста Хрустицкого, д.106",68574,"г.Санкт-Петербург, улица Танкиста Хрустицкого, дом 106, литера А"
712,"Турбинная, д.35",81225,"г.Санкт-Петербург, Турбинная улица, дом 35, корпус 1, литера А"
1378,"Витебская, д.4",199368,"г.Санкт-Петербург, Витебская Сортировочная улица, дом 4, корпус 1, литера А"
2277,"Стачек, д.73",99682,"г.Санкт-Петербург, проспект Стачек, дом 73, литера А"
2571,"Народного Ополчения, д.89",22126,"г.Санкт-Петербург, проспект Народного Ополчения, дом 89, литера А"
6225,"Славы, д.18",73959,"г.Санкт-Петербург, проспект Славы, дом 18, литера А"
657,"Огородный, д.8",56651,"г.Санкт-Петербург, Огородный переулок, дом 8, литера А"
3592,"Невский, д.164",13140,"г.Санкт-Петербург, Невский проспект, дом 164, литера А"
3955,"Тележная , д.3",36097,"г.Санкт-Петербург, Тележная улица, дом 3, литера А"
5404,"Михайлова, д.12",72791,"г.Санкт-Петербург, улица Михайлова, дом 12, литера А"
4467,"20 линия, д.19",139558,"г.Санкт-Петербург, 20-я линия В.О., дом 19, литера А"
6881,"Народная, д.75",86073,"г.Санкт-Петербург, Народная улица, дом 75, литера П"
5104,"Морская наб., д.41",109798,"г.Санкт-Петербург, Морская набережная, дом 41, корпус 1, литера А"
6673,"Юрия Гагарина, д.28",28097,"г.Санкт-Петербург, проспект Юрия Гагарина, дом 28, корпус 1, литера А"
801,"Турбинная, д.21",71082,"г.Санкт-Петербург, Турбинная улица, дом 21, литера А"
2061,"Солдата Корзуна, д.44",26836,"г.Санкт-Петербург, улица Солдата Корзуна, дом 44, литера А"
4547,"4 линия, д.23",72541,"г.Санкт-Петербург, 4-я линия В.О., дом 23"
5213,"Остоумова, д.21",198820,"г.Санкт-Петербург, Остоумова улица, дом 21, литера А"
4941,"Кадетская линия, д.23",124362,"г.Санкт-Петербург, Кадетская линия В.О., дом 23, литера А"
5495,"Кондратьевский, д.25",8272,"г.Санкт-Петербург, Кондратьевский проспект, дом 25, литера А"
6503,"Космонавтов, д.34",76790,"г.Санкт-Петербург, проспект Космонавтов, дом 34, литера А"
5018,"Кораблестроителей, д.41",47358,"г.Санкт-Петербург, улица Кораблестроителей, дом 41, литера А"
4362,"16 линия, д.55",15440,"г.Санкт-Петербург, 16-я линия В.О., дом 55, литера А"
4261,"13 линия, д.54",78427,"г.Санкт-Петербург, 13-я линия В.О., дом 54, литера В"
775,"Промышленная, д.14",36417,"г.Санкт-Петербург, Промышленная улица, дом 14, литера Б"
3246,"Кирочная , д.23",44273,"г.Санкт-Петербург, Кирочная улица, дом 23, литера А"
2893,"Басков пер., д.13/15 ",48981,"г.Санкт-Петербург, Басков переулок, дом 13, корпус 15"
5565,"Федосеенко, д.28",9002,"г.Санкт-Петербург, улица Федосеенко, дом 28, литера А"
3114,"Дегтярная, д.13",55824,"г.Санкт-Петербург, Дегтярная улица, дом 13, литера А"
4521,"3 линия, д.38",197113,"г.Санкт-Петербург, 3-я линия В.О., дом 38, литера А"
3126,"Дегтярный пер., д.6",26117,"г.Санкт-Петербург, Дегтярный переулок, дом 6, литера Б"
4848,"Гаванская, д.11/16",984,"г.Санкт-Петербург, Гаванская улица, дом 11"
82,"Большая Морская, д.48/93",10272,"г.Санкт-Петербург, Большая Морская улица, дом 48"
992,"Нарвский, д.13",174210,"г.Санкт-Петербург, Нарвский проспект, дом 13, литера А"
5694,"Репнинская, д.7",204654,"г.Санкт-Петербург, Репнинская улица, дом 7, литера А"
101,"Исаакиевская, д.5",65348,"г.Санкт-Петербург, Исаакиевская площадь, дом 5, литера А"
1583,"Гражданская, д.19",89705,"г.Санкт-Петербург, Гражданская улица, дом 19, литера А"
855,"Губина, д.1/32",101166,"г.Санкт-Петербург, улица Губина, дом 1"
6250,"Славы, д.5",41791,"г.Санкт-Петербург, проспект Славы, дом 5, литера А"
5725,"Ключевая, д.27",89217,"г.Санкт-Петербург, Ключевая улица, дом 27, литера А"
4757,"Большой пр В.О., д.24",25924,"г.Санкт-Петербург, Большой проспект В.О., дом 24, литера А"
1528,"Декабристов, д.10",57826,"г.Санкт-Петербург, улица Декабристов, дом 10, литера А"
1398,"пл. Репина, д.3-5",40250,"г.Санкт-Петербург, площадь Репина, дом 3"
1759,"Рихарда Зорге, д.13",96384,"г.Санкт-Петербург, улица Рихарда Зорге, дом 13, литера А"
5351,"Шмидта лейтенанта наб., д.31",75107,"г.Санкт-Петербург, набережная Лейтенанта Шмидта, дом 31, литера А"
2364,"Примакова, д.16",49207,"г.Санкт-Петербург, улица Примакова, дом 16, литера А"
2464,"Бульвар Новаторов, д.3",28751,"г.Санкт-Петербург, бульвар Новаторов, дом 3, литера А"
3723,"Подольская , д.45",83529,"г.Санкт-Петербург, Подольская улица, дом 45, литера А"
2246,"Краснопутиловская, д.31",52595,"г.Санкт-Петербург, Краснопутиловская улица, дом 31, литера А"
3464,"Можайская, д.33",45864,"г.Санкт-Петербург, Можайская улица, дом 33, литера А"
6647,"Космонавтов, д.61",13829,"г.Санкт-Петербург, проспект Космонавтов, дом 61, корпус 1, литера А"
6361,"Кузнецовская, д.11",61733,"г.Санкт-Петербург, Кузнецовская улица, дом 11, литера А"
2731,"5 Советская , д.45-47",94493,"г.Санкт-Петербург, 5-я Советская улица, дом 45, литера А"
401,"2 Красноармейская, д.16",198672,"г.Санкт-Петербург, 2-я Красноармейская улица, дом 16, литера А"
3164,"Захарьевская, д.13",7488,"г.Санкт-Петербург, Захарьевская улица, дом 13, литера А"
410,"Измайловский, д.6",106212,"г.Санкт-Петербург, Измайловский проспект, дом 6, литера А"
5981,"Будапештская, д.8",91024,"г.Санкт-Петербург, Будапештская улица, дом 8, корпус 1, литера А"
1015,"Рижский, д.20-22",39333,"г.Санкт-Петербург, Рижский проспект, дом 20, литера И"
2081,"Бурцева, д.21",28235,"г.Санкт-Петербург, улица Бурцева, дом 21, литера А"
568,"Вознесенский, д.33",30476,"г.Санкт-Петербург, Вознесенский проспект, дом 33, литера А"
5657,"Бестужевская, д.30",57664,"г.Санкт-Петербург, Бестужевская улица, дом 30, литера А"
6854,"Тельмана, д.49",126274,"г.Санкт-Петербург, улица Тельмана, дом 49, литера А"
989,"Нарвский, д.7",113459,"г.Санкт-Петербург, Нарвский проспект, дом 7, литера А"
6651,"Бассейная, д.67",107894,"г.Санкт-Петербург, Бассейная улица, дом 67, литера А"
4060,"Херсонская, д.15/17  ",41952,"г.Санкт-Петербург, Херсонская улица, дом 15"
3805,"Рылеева , д.9",39314,"г.Санкт-Петербург, улица Рылеева, дом 9, литера А"
664,"Шкапина, д.2",111846,"г.Санкт-Петербург, улица Шкапина, дом 2, литера А"
1592,"Гражданская, д.3",37506,"г.Санкт-Петербург, Гражданская улица, дом 3, литера А"
2030,"Козлова, д.27",100852,"г.Санкт-Петербург, улица Козлова, дом 27, корпус 1, литера А"
3009,"Воронежская , д.54",2029,"г.Санкт-Петербург, Воронежская улица, дом 54, литера А"
3023,"Воронежская , д.53",20235,"г.Санкт-Петербург, Воронежская улица, дом 53, корпус 1, литера А"
6070,"Димитрова, д.4",71645,"г.Санкт-Петербург, улица Димитрова, дом 4, корпус 1, литера А"
22,"Лермонтовский, д.26",198548,"г.Санкт-Петербург, Лермонтовский проспект, дом 26, литера А"
6235,"Славы, д.27",83740,"г.Санкт-Петербург, проспект Славы, дом 27, литера А"
1846,"Ленинский, д.109",34894,"г.Санкт-Петербург, Ленинский проспект, дом 109, литера А"
2579,"Народного Ополчения, д.121",81830,"г.Санкт-Петербург, проспект Народного Ополчения, дом 121, литера А"
2656,"3 Советская , д.14",111320,"Санкт-Петербург, город Пушкин, Новая Деревня, 3-я Советская улица, дом 14, литера А"
5425,"Минеральная, д.25",91646,"г.Санкт-Петербург, Минеральная улица, дом 25, литера А"
6195,"Пловдивская, д.9",39935,"г.Санкт-Петербург, Пловдивская улица, дом 9, литера А"
2658,"3 Советская , д.18",64621,"г.Санкт-Петербург, 3-я Советская улица, дом 18"
5604,"Замшина, д.58",71889,"г.Санкт-Петербург, Замшина улица, дом 58, корпус 1, литера А"
2563,"Счастливая, д.3",13510,"г.Санкт-Петербург, Счастливая улица, дом 3, литера А"
1431,"Лермонтовский, д.4",126670,"г.Санкт-Петербург, Лермонтовский проспект, дом 4, литера А"
1902,"Ветеранов, д.47",101695,"г.Санкт-Петербург, проспект Ветеранов, дом 47, литера А"
2373,"Васи Алексеева, д.21",14053,"г.Санкт-Петербург, улица Васи Алексеева, дом 21, литера А"
1969,"Лени Голикова, д.23",97669,"г.Санкт-Петербург, улица Лёни Голикова, дом 23, литера А"
6193,"Пловдивская, д.2",68404,"г.Санкт-Петербург, Пловдивская улица, дом 2, литера А"
4624,"7 линия, д.10",22134,"г.Санкт-Петербург, 7-я линия В.О., дом 10, литера А"
2923,"Боровая, д.59-61  ",69878,"Санкт-Петербург, посёлок Стрельна, Боровая улица, дом 59, литера А"
5731,"Антоновская, д.14",91307,"г.Санкт-Петербург, Антоновская улица, дом 14, корпус 1, литера Б"
2445,"Ленинский, д.124",35430,"г.Санкт-Петербург, Ленинский проспект, дом 124, литера А"
4410,"18 линия, д.45",127779,"г.Санкт-Петербург, 18-я линия В.О., дом 45, литера А"
341,"5 Красноармейская, д.22",83148,"г.Санкт-Петербург, 5-я Красноармейская улица, дом 22, литера А"
