,address,target_building_id,target_address
2932,"195267, Санкт-Петербург (г.), Ушинского (ул.), д.39, Строение 2",84672,"г.Санкт-Петербург, улица Ушинского, дом 39, корпус 2, литера А"
615,"199004, Санкт-Петербург г, Малый В.О. пр-кт, д.6",67230,"г.Санкт-Петербург, Малый проспект В.О., дом 6, литера А"
1847,"194358, Санкт-Петербург (г.), Санкт-Петербург г, Энгельса пр-кт, д.143 2, А",21612,"г.Санкт-Петербург, проспект Энгельса, дом 143, корпус 2, литера А"
8991,"197110, Санкт-Петербург г, Левашовский пр-кт, д.16",28416,"г.Санкт-Петербург, Левашовский проспект, дом 16, литера А"
522,"199397, Санкт-Петербург г, Кораблестроителей ул, д.35, Строение 3",67770,"г.Санкт-Петербург, улица Кораблестроителей, дом 35, корпус 3, литера А"
9274,"198412, Санкт-Петербург г, Ломоносов г, Федюнинского ул, д.16, Строение 3",63991,"Санкт-Петербург, город Ломоносов, улица Федюнинского, дом 16, корпус 3, литера А"
4083,"196641, Санкт-Петербург г, Плановая ул, д.8",105270,"Санкт-Петербург, посёлок Металлострой, Плановая улица, дом 8, литера А"
6147,"198332, Санкт-Петербург г, Ленинский пр-кт, д.82, Строение 4",126468,"г.Санкт-Петербург, Ленинский проспект, дом 82, корпус 4, литера А"
11758,"192281, Санкт-Петербург г, Будапештская ул, д.98, Строение 4",73021,"г.Санкт-Петербург, Будапештская улица, дом 98, корпус 4, литера А"
12862,"191002, Санкт-Петербург, Ломоносова ул, д.18",102261,"г.Санкт-Петербург, улица Ломоносова, дом 18, литера А"
3775,"198207, Санкт-Петербург г, Зины Портновой ул, д.17, Строение 2",77544,"г.Санкт-Петербург, улица Зины Портновой, дом 17, корпус 2, литера А"
7975,"193231, Санкт-Петербург г, Латышских Стрелков ул, д.7, Строение 2",75116,"г.Санкт-Петербург, улица Латышских Стрелков, дом 7, корпус 2, литера А"
7213,"196066, Санкт-Петербург г, Алтайская ул, д.2",56022,"г.Санкт-Петербург, Алтайская улица, дом 2, литера А"
335,"199178, Санкт-Петербург г, 12-я В.О. линия, д.21",198787,"г.Санкт-Петербург, 12-я линия В.О., дом 21, литера А"
7182,"196070, Санкт-Петербург г, Варшавская ул, д.52",19163,"г.Санкт-Петербург, Варшавская улица, дом 52, литера А"
10109,"197373, Санкт-Петербург г, Авиаконструкторов пр-кт, д.17, Строение 2",98068,"г.Санкт-Петербург, проспект Авиаконструкторов, дом 17, корпус 2, литера А"
9313,"198510, Санкт-Петербург г, Петергоф г, Озерковая ул, д.19, Строение 1",50029,"Санкт-Петербург, город Петергоф, Озерковая улица, дом 19, корпус 1, литера А"
9074,"197022, Санкт-Петербург г, Литераторов ул, д.9/11",107586,"г.Санкт-Петербург, улица Литераторов, дом 9-11, литера А"
23,"196084, Санкт-Петербург (г.), Санкт-Петербург г, Московский проспект, д.73 к 5",21219,"г.Санкт-Петербург, Московский проспект, дом 73, литера А"
1103,"194356, Санкт-Петербург (г.), Санкт-Петербург г, Асафьева ул, д.12 2,А",86545,"г.Санкт-Петербург, улица Асафьева, дом 12, корпус 2, литера А"
3735,"198152, Санкт-Петербург г, Краснопутиловская ул, д.41",4813,"г.Санкт-Петербург, Краснопутиловская улица, дом 41, литера А"
4297,"196641, Санкт-Петербург г, Богайчука ул, д.18",84428,"Санкт-Петербург, посёлок Металлострой, улица Богайчука, дом 18, литера А"
12384,"192281, Санкт-Петербург г, Будапештская ул, д.79, Строение 3",51726,"г.Санкт-Петербург, Будапештская улица, дом 79, корпус 3, литера А"
4388,"196650, Санкт-Петербург (г.), Колпино (г.), Пролетарская (ул.), д.135, Строение А",86433,"Санкт-Петербург, город Колпино, Пролетарская улица, дом 135, литера А"
1002,"194017, Санкт-Петербург (г.), Санкт-Петербург г, Мориса Тореза пр-т, д.71-3 А",85962,"г.Санкт-Петербург, проспект Тореза, дом 71, корпус 3, литера А"
4454,"196642, Санкт-Петербург г, Коммунаров ул, д.2, Лит. Б",76193,"Санкт-Петербург, посёлок Петро-Славянка, улица Коммунаров, дом 2, литера Б"
7162,"196158, Санкт-Петербург г, Ленсовета ул, д.82",75416,"г.Санкт-Петербург, улица Ленсовета, дом 82, литера А"
6986,"196211, Санкт-Петербург (г.), Санкт-Петербург г, Бассейная ул, д.71/2",130099,"г.Санкт-Петербург, Бассейная улица, дом 71, литера А"
11049,"196605, Санкт-Петербург г, Пушкин г, Генерала Хазова ул, д.16",111670,"Санкт-Петербург, город Пушкин, улица Генерала Хазова, дом 16, литера А"
955,"194354, Санкт-Петербург (г.), Санкт-Петербург г, Северный пр-кт, д.12-2 А",42143,"г.Санкт-Петербург, Северный проспект, дом 12, корпус 2, литера А"
8169,"193230, Санкт-Петербург г, Крыленко ул, д.21, Строение 3",75975,"г.Санкт-Петербург, улица Крыленко, дом 21, корпус 3, литера А"
11268,"196657, Санкт-Петербург г, Волховская (Новая Ижора) ул, д.1",139533,"Санкт-Петербург, посёлок Шушары, Новая Ижора, Волховская улица, дом 1, литера А"
143,"191180, Санкт-Петербург (г.), Санкт-Петербург г, Реки Фонтанки наб, д.94",58692,"г.Санкт-Петербург, набережная реки Фонтанки, дом 94, литера А"
6864,"196070, Санкт-Петербург г, Бассейная ул, д.47",82683,"г.Санкт-Петербург, Бассейная улица, дом 47, литера А"
8112,"192177, Санкт-Петербург г, Караваевская ул, д.40, Строение 2",14834,"г.Санкт-Петербург, Караваевская улица, дом 40, корпус 2, литера А"
12426,"192281, Санкт-Петербург г, Дунайский пр-кт, д.37, Строение 1",43030,"г.Санкт-Петербург, Дунайский проспект, дом 37, корпус 1, литера А"
9997,"197371, Санкт-Петербург г, Комендантский пр-кт, д.31, Строение 4",74654,"г.Санкт-Петербург, Комендантский проспект, дом 31, корпус 4, литера А"
250,"190068, Санкт-Петербург (г.), Санкт-Петербург г, Лабутина, д.8",1495,"г.Санкт-Петербург, улица Лабутина, дом 8, литера А"
11070,"196605, Санкт-Петербург г, Пушкин г, Петербургское ш, д.5, Строение а",100376,"Санкт-Петербург, город Пушкин, Петербургское шоссе, дом 5, литера А"
1807,"194358, Санкт-Петербург (г.), Санкт-Петербург г, Валерия Гаврилина, д.5-2",139497,"Санкт-Петербург, посёлок Парголово, улица Валерия Гаврилина, дом 5, литера А"
2073,"194064, Санкт-Петербург (г.), Науки (пр-кт.), д.11, Строение 3",78498,"г.Санкт-Петербург, проспект Науки, дом 11, корпус 3, литера А"
8932,"197198, Санкт-Петербург (г.), Лизы Чайкиной (ул.), д.14, Строение А",40477,"г.Санкт-Петербург, улица Лизы Чайкиной, дом 14, литера А"
6941,"196247, Санкт-Петербург г, Новоизмайловский пр-кт, д.61",66709,"г.Санкт-Петербург, Новоизмайловский проспект, дом 61, литера А"
1931,"195221, Санкт-Петербург (г.), Антоновская (ул.), д.3, Строение А",69370,"г.Санкт-Петербург, Антоновская улица, дом 3, литера А"
3333,"198262, Санкт-Петербург г, Лени Голикова ул, д.24, Строение 2",36339,"г.Санкт-Петербург, улица Лёни Голикова, дом 24, корпус 2, литера А"
8574,"193315, Санкт-Петербург г, Дальневосточный пр-кт, д.66, Строение 2",7221,"г.Санкт-Петербург, Дальневосточный проспект, дом 66, корпус 2, литера А"
894,"194064, Санкт-Петербург (г.), Новолитовская (ул.), д.14а, Строение А",218510,"г.Санкт-Петербург, Новолитовская улица, дом 14, строение 1"
9094,"197101, Санкт-Петербург г, Сытнинская пл, д.5/7",67039,"г.Санкт-Петербург, Сытнинская улица, дом 5, литера А"
10809,"196626, Санкт-Петербург (г.), Шушары (п.), Новгородский (пр-кт.), д.9 1",219699,"Санкт-Петербург, посёлок Шушары, Новгородский проспект, дом 9, корпус 2, строение 1"
12189,"192236, Санкт-Петербург г, Софийская ул, д.32, Строение 4",58571,"г.Санкт-Петербург, Софийская улица, дом 32, корпус 4, литера А"
8831,"197046, Санкт-Петербург (г.), Санкт-Петербург г, Каменноостровский (пр-кт.), д.1-3",129551,"г.Санкт-Петербург, Каменноостровский проспект, дом 1"
5237,"195298, Санкт-Петербург г, Ленская ул, д.20, Строение 2",40998,"г.Санкт-Петербург, Ленская улица, дом 20, корпус 2, литера А"
6056,"198332, Санкт-Петербург г, Маршала Казакова ул, д.24, Строение 3",22204,"г.Санкт-Петербург, улица Маршала Казакова, дом 24, корпус 3, литера А"
12958,"191119, Санкт-Петербург г, Константина Заслонова ул, д.6",11865,"г.Санкт-Петербург, улица Константина Заслонова, дом 6, литера А"
2671,"195427, Санкт-Петербург (г.), Тихорецкий (пр-кт.), д.25, Строение 3",53907,"г.Санкт-Петербург, Тихорецкий проспект, дом 25, корпус 3, литера А"
425,"199397, Санкт-Петербург г, Кораблестроителей ул, д.37, Строение 2",45098,"г.Санкт-Петербург, улица Кораблестроителей, дом 37, корпус 2, литера А"
6572,"197701, Санкт-Петербург (г.), Сестрорецк (г.), Гагаринская (ул.), д.75, 1, 1",217509,"Санкт-Петербург, город Сестрорецк, Гагаринская улица, дом 75, корпус 1, строение 1"
7609,"193230, Санкт-Петербург (г.), Архивная (ул.), д.9, Строение 2",215565,"Санкт-Петербург, муниципальный округ Невский округ, Архивная улица, дом 9, корпус 2, строение 1"
11118,"196634, Санкт-Петербург (г.), Санкт-Петербург г, Полоцкая (Славянка) ул, д.14  4",56684,"Санкт-Петербург, посёлок Шушары, Славянка, Полоцкая улица, дом 14, корпус 1, литера А"
8443,"193079, Санкт-Петербург г, Новоселов ул, д.25",108003,"г.Санкт-Петербург, улица Новосёлов, дом 25, литера Щ"
7663,"193312, Санкт-Петербург г, Солидарности пр-кт, д.15, Строение 2",61379,"г.Санкт-Петербург, проспект Солидарности, дом 15, корпус 2, литера А"
147,"190005, Санкт-Петербург г, Обводного канала наб, д.151-153",82182,"г.Санкт-Петербург, набережная Обводного канала, дом 151"
9541,"197350, Санкт-Петербург (г.), Комендантский пр., д.64, к. 2",214357,"г.Санкт-Петербург, Комендантский проспект, дом 64, корпус 1, строение 1"
4511,"195027, Санкт-Петербург г, Краснодонская ул, д.7",43238,"г.Санкт-Петербург, Краснодонская улица, дом 7, литера А"
3823,"198152, Санкт-Петербург г, Краснопутиловская ул, д.17",26170,"г.Санкт-Петербург, Краснопутиловская улица, дом 17, литера А"
229,"190068, Санкт-Петербург г, Глинки ул, д.13",60801,"Санкт-Петербург, город Пушкин, улица Глинки, дом 13, литера А"
657,"199106, Санкт-Петербург г, Канареечная ул, д.11",19131,"г.Санкт-Петербург, Канареечная улица, дом 11, литера А"
12755,"191123, Санкт-Петербург г, Манежный пер, д.7",4226,"г.Санкт-Петербург, Манежный переулок, дом 7, литера А"
11719,"192071, Санкт-Петербург г, Славы пр-кт, д.30, Строение 2",49211,"г.Санкт-Петербург, проспект Славы, дом 30, корпус 2, литера А"
5085,"195298, Санкт-Петербург г, Коммуны ул, д.26, Строение 3",70130,"г.Санкт-Петербург, улица Коммуны, дом 26, корпус 3, литера А"
10291,"197373, Санкт-Петербург г, Планерная ул, д.43, Строение 2",89760,"г.Санкт-Петербург, Планерная улица, дом 43, корпус 2, литера А"
9118,"198516, Санкт-Петербург г, Петергоф г, Морского Десанта ул, д.3",16616,"Санкт-Петербург, город Петергоф, улица Морского Десанта, дом 3, литера А"
6032,"198332, Санкт-Петербург г, Ленинский пр-кт, д.81, Строение 2",40200,"г.Санкт-Петербург, Ленинский проспект, дом 81, корпус 2, литера А"
3068,"195271, Санкт-Петербург (г.), Герасимовская (ул.), д.5, Строение А",33643,"г.Санкт-Петербург, Герасимовская улица, дом 5, литера А"
9331,"198412, Санкт-Петербург г, Ломоносов г, Скуридина ул, д.7",84158,"Санкт-Петербург, город Ломоносов, улица Скуридина, дом 7, литера А"
3111,"195009, Санкт-Петербург (г.), Санкт-Петербург г, Комсомола, д.35",56462,"г.Санкт-Петербург, улица Комсомола, дом 35, литера А"
7824,"193315, Санкт-Петербург г, Большевиков пр-кт, д.61, Строение 4",82193,"г.Санкт-Петербург, проспект Большевиков, дом 61, корпус 4, литера А"
12070,"192071, Санкт-Петербург (г.), Санкт-Петербург г, Бухарестская ул, д.37",29046,"г.Санкт-Петербург, Бухарестская улица, дом 37, корпус 1, литера А"
10268,"197374, Санкт-Петербург г, Савушкина ул, д.124, Строение 2",55781,"г.Санкт-Петербург, улица Савушкина, дом 124, корпус 2, литера А"
5002,"195112, Санкт-Петербург г, Шаумяна пр-кт, д.41",111005,"г.Санкт-Петербург, проспект Шаумяна, дом 41, литера А"
7963,"193312, Санкт-Петербург г, Коллонтай ул, д.47, Строение 3",99066,"г.Санкт-Петербург, улица Коллонтай, дом 47, корпус 2, литера О"
6641,"197706, Санкт-Петербург г, Сестрорецк г, Дубковское ш, д.13",109324,"Санкт-Петербург, город Сестрорецк, Дубковское шоссе, дом 13, литера А"
2251,"195221, Санкт-Петербург (г.), Полюстровский (пр-кт.), д.15, Строение 2",48049,"г.Санкт-Петербург, Полюстровский проспект, дом 15, корпус 2, литера А"
9754,"197227, Санкт-Петербург г, Испытателей пр-кт, д.21",22221,"г.Санкт-Петербург, проспект Испытателей, дом 21, литера А"
9196,"198504, Санкт-Петербург г, Петергоф г, Ботаническая ул, д.14, Строение 1",52216,"Санкт-Петербург, город Петергоф, Ботаническая улица, дом 14, корпус 1, литера А"
10609,"197373, Санкт-Петербург (г.), Шуваловский (пр-кт.), д.53, Строение 4",56887,"г.Санкт-Петербург, Шуваловский проспект, дом 53, корпус 4, литера А"
12854,"191028, Санкт-Петербург г, Фурштатская ул, д.6",95297,"г.Санкт-Петербург, Фурштатская улица, дом 6, литера А"
9221,"188512, Санкт-Петербург г, Ломоносов г, Дворцовый пр-кт, д.49",14128,"Санкт-Петербург, город Ломоносов, Дворцовый проспект, дом 49, литера А"
7800,"193168, Санкт-Петербург г, Искровский пр-кт, д.17, Строение 2",38514,"г.Санкт-Петербург, Искровский проспект, дом 17, корпус 2, литера А"
9457,"197229, Санкт-Петербург (г.), Санкт-Петербург г, Юнтоловский пр., д.51, 5, 1",209272,"г.Санкт-Петербург, Юнтоловский проспект, дом 51, корпус 5, строение 1"
3509,"198260, Санкт-Петербург г, Ветеранов пр-кт, д.94",44370,"г.Санкт-Петербург, проспект Ветеранов, дом 94, литера А"
5636,"198334, Санкт-Петербург (г.), Санкт-Петербурга, ул. Добровольцев, д.56, к.3",24206,"г.Санкт-Петербург, улица Добровольцев, дом 56, литера А"
1296,"194358, Санкт-Петербург (г.), Санкт-Петербург г, Композиторов ул, д.29-2 А",84690,"г.Санкт-Петербург, улица Композиторов, дом 29, корпус 2, литера А"
609,"199106, Санкт-Петербург г, Карташихина ул, д.7",91349,"г.Санкт-Петербург, Карташихина улица, дом 7, литера А"
4619,"195027, Санкт-Петербург (г.), Магнитогорская (ул.), д.3, Строение 2",214482,"г.Санкт-Петербург, Магнитогорская улица, дом 3, корпус 2, строение 1"
10657,"197372, Санкт-Петербург г, Авиаконструкторов пр-кт, д.15, Строение 2",38626,"г.Санкт-Петербург, проспект Авиаконструкторов, дом 15, корпус 2, литера А"
4785,"195067, Санкт-Петербург г, Маршала Блюхера пр-кт, д.51, Строение 2",25744,"г.Санкт-Петербург, проспект Маршала Блюхера, дом 51, корпус 2, литера А"
11650,"192283, Санкт-Петербург г, Олеко Дундича ул, д.19, Строение 2",6724,"Санкт-Петербург, улица Олеко Дундича, дом 19, корпус 2, литера А"
4399,"196641, Санкт-Петербург г, Полевая ул, д.6",61766,"Санкт-Петербург, город Ломоносов, Полевая улица, дом 6, литера А"
205,"190068, Санкт-Петербург (г.), Санкт-Петербург г, Реки Фонтанки наб, д.121, лит А",33579,"г.Санкт-Петербург, набережная реки Фонтанки, дом 121, литера А"
811,"194295, Санкт-Петербург (г.), Санкт-Петербург г, Художников пр-т, д.23-2 А",14308,"г.Санкт-Петербург, проспект Художников, дом 23, корпус 2, литера А"
11627,"192284, Санкт-Петербург г, Загребский б-р, д.7, Строение 2",106853,"г.Санкт-Петербург, Загребский бульвар, дом 7, корпус 2, литера А"
4410,"196655, Санкт-Петербург г, Колпино г, Московская ул, д.3, Строение 2",198694,"Санкт-Петербург, город Колпино, Московская улица, дом 3, корпус 2, литера А"
6209,"198323, Санкт-Петербург (г.), Санкт-Петербург, Красносельское ш., д.46/6,ст.1",221447,"Санкт-Петербург, муниципальный округ Горелово, территория Горелово, Красносельское шоссе, дом 46, корпус 6, строение 1"
6838,"196210, Санкт-Петербург г, Штурманская ул, д.38, Строение 2А",79429,"г.Санкт-Петербург, Штурманская улица, дом 38, корпус 2, литера А"
197,"190121, Санкт-Петербург (г.), Санкт-Петербург г, Дровяной пер, д.6 А",22565,"г.Санкт-Петербург, Дровяной переулок, дом 6, литера А"
10589,"197373, Санкт-Петербург (г.), Арцеуловская (ал..), д.19 , 2, 1",221840,"Санкт-Петербург, Арцеуловская аллея, дом 19, корпус 2, строение 1"
5150,"195030, Санкт-Петербург г, Энтузиастов пр-кт, д.51, Строение 4",90906,"г.Санкт-Петербург, проспект Энтузиастов, дом 51, корпус 4, литера А"
534,"199155, Санкт-Петербург г, Железноводская ул, д.50",60847,"г.Санкт-Петербург, Железноводская улица, дом 50, литера А"
6592,"197706, Санкт-Петербург г, Сестрорецк г, Инструментальщиков ул, д.17",23336,"Санкт-Петербург, город Сестрорецк, улица Инструментальщиков, дом 17, литера А"
9896,"197349, Санкт-Петербург г, Королева пр-кт, д.29, Строение 2",71273,"г.Санкт-Петербург, проспект Королёва, дом 29, корпус 2, литера А"
2557,"195256, Санкт-Петербург (г.), Науки (пр-кт.), д.24, Строение 2",30729,"г.Санкт-Петербург, проспект Науки, дом 24, корпус 2, литера А"
4483,"195112, Санкт-Петербург г, Перевозный пер, д.17",86296,"г.Санкт-Петербург, Перевозный переулок, дом 17, литера А"
8281,"193318, Санкт-Петербург г, Пятилеток пр-кт, д.14, Строение 3",106826,"г.Санкт-Петербург, проспект Пятилеток, дом 14, корпус 3, литера А"
773,"Санкт-Петербург (г.), Поэтический (б-р.), д.15, Строение 2",104836,"г.Санкт-Петербург, Поэтический бульвар, дом 15, корпус 2, литера А"
9355,"198504, Санкт-Петербург г, Петергоф г, Ботаническая ул, д.3, Строение 1",21580,"Санкт-Петербург, город Петергоф, Ботаническая улица, дом 3, корпус 1, литера А"
7463,"196240, Санкт-Петербург (г.), Санкт-Петербург г, 1-й Предпортовый проезд, д.15, стр. 1",214816,"г.Санкт-Петербург, 1-й Предпортовый проезд, дом 15, строение 1"
1574,"194291, Санкт-Петербург (г.), Санкт-Петербург г, Кустодиева ул, д.16 2, А",99355,"г.Санкт-Петербург, улица Кустодиева, дом 16, корпус 2, литера А"
2950,"195197, Санкт-Петербург (г.), Металлистов (пр-кт.), д.128, Строение А",85239,"г.Санкт-Петербург, проспект Металлистов, дом 128, литера А"
3834,"198096, Санкт-Петербург г, Кронштадтская ул, д.20",84027,"г.Санкт-Петербург, Кронштадтская улица, дом 20, литера А"
12330,"192284, Санкт-Петербург г, Димитрова ул, д.9, Строение 2",75596,"г.Санкт-Петербург, улица Димитрова, дом 9, корпус 2, литера А"
4015,"196641, Санкт-Петербург г, Садовая ул, д.2, Строение а",198712,"Санкт-Петербург, город Пушкин, Садовая улица, дом 2, литера А"
799,"194292, Санкт-Петербург (г.), Руднева (ул.), д.27, Строение 3",23206,"г.Санкт-Петербург, улица Руднева, дом 27, корпус 3, литера А"
