"id","type_id","name","short_name","is_updated","is_actual","only_name"
5989,5540,"ЛЭП ""л Октябрьская-11 110кВ""","ЛЭП ""л Октябрьская-11 110кВ""",true,false,"""л Октябрьская-11 110кВ"""
6024,53,электросеть 110 кВ,электросеть 110 кВ,true,true,"110 кВ"
6069,12,парк Мариенталь,парк Мариенталь,true,true,Мариенталь
6075,6076,река Нева,р. Нева,true,true,Нева
6395,38,"участок ЛЭП ""л 217 220кВ""","участок ЛЭП ""л 217 220кВ""",true,true,"""л 217 220кВ"""
6657,23,сад Театра юных зрителей,сад Театра юных зрителей,true,true,Театра юных зрителей
6748,42,подъездной путь от ст. Старый Петергоф,подъездной путь от ст. Старый Петергоф,true,true,от ст. Старый Петергоф
7068,33,территория Дюны,территория Дюны,true,true,Дюны
7696,7431,"тер. СНТ ""Хладокомбинат 4-5""","тер. СНТ ""Хладокомбинат 4-5""",true,true,"""Хладокомбинат 4-5"""
7835,7431,"тер. СНТ ""Капелла""","тер. СНТ ""Капелла""",true,true,"""Капелла"""
8127,41,сквер Памяти,сквер Памяти,true,true,Памяти
8211,41,сквер Ваза,сквер Ваза,true,true,Ваза
2,2,"Садоводческое товарищество ""Подгорное""","с/т ""Подгорное""",true,false,"""Подгорное"""
3,2,"Садоводческое товарищество ""Полюстрово""","с/т ""Полюстрово""",true,false,"""Полюстрово"""
6,2,"Садоводческое товарищество ""Константиновка""","с/т ""Константиновка""",true,false,"""Константиновка"""
7,2,"Садоводческое товарищество ""Электросила №1""","с/т ""Электросила №1""",true,false,"""Электросила №1"""
9,2,"Садоводческое товарищество ""Галургия""","с/т ""Галургия""",true,false,"""Галургия"""
10,2,"Садоводческое товарищество ""Ленмасложирокомбинат""","с/т ""Ленмасложирокомбинат""",true,false,"""Ленмасложирокомбинат"""
11,2,"Садоводческое товарищество ""Красный треугольник""","с/т ""Красный треугольник""",true,false,"""Красный треугольник"""
13,2,"Садоводческое товарищество ""Бумажник""","с/т ""Бумажник""",true,false,"""Бумажник"""
15,2,"Садоводческое товарищество ""Дружба""","с/т ""Дружба""",true,false,"""Дружба"""
16,30,"садоводство ""Связист""","садоводство ""Связист""",true,false,"""Связист"""
17,2,"Садоводческое товарищество ""Ленмашзавод""","с/т ""Ленмашзавод""",true,false,"""Ленмашзавод"""
19,30,"садоводство ""Заря""","садоводство ""Заря""",true,true,"""Заря"""
20,2,"Садоводческое товарищество ""Капелла""","с/т ""Капелла""",true,false,"""Капелла"""
21,2,"Садоводческое товарищество ""Ольгино""","с/т ""Ольгино""",true,false,"""Ольгино"" Оптич.ин-та им.Вавилова"
26,30,"садоводство ЛКС ""Ленэнерго""","садоводство ЛКС ""Ленэнерго""",true,true,"ЛКС ""Ленэнерго"""
27,30,"садоводство ""Верхний сад Ольгино""","садоводство ""Верхний сад Ольгино""",true,true,"""Верхний сад Ольгино"""
28,2,"Садоводческое товарищество ""п.Ольгино, Нижний сад""","с/т ""п.Ольгино, Нижний сад""",true,false,"""п.Ольгино, Нижний сад"""
29,2,Садоводческое товарищество имени Я.М.Свердлова,с/т имени Я.М.Свердлова,true,false,имени Я.М.Свердлова
32,2,"Садоводческое товарищество ""Дружба""","с/т ""Дружба""",true,false,"""Дружба"""
33,2,"Садоводческое товарищество ""Авангард""","с/т ""Авангард""",true,false,"""Авангард"""
34,30,"садоводство ""Арония""","садоводство ""Арония""",true,false,"""Арония"""
35,2,"Садоводческое товарищество ""Лентелеграф""","с/т ""Лентелеграф""",true,false,"""Лентелеграф"""
37,2,"Садоводческое товарищество ""Волна""","с/т ""Волна""",true,false,"""Волна"""
38,30,"садоводство ""Веретено-2""","садоводство ""Веретено-2""",true,true,"""Веретено-2"""
40,2,"Садоводческое товарищество ""Труд и отдых""","с/т ""Труд и отдых""",true,false,"""Труд и отдых"""
41,2,"Садоводческое товарищество ""Лендорстрой""","с/т ""Лендорстрой""",true,false,"""Лендорстрой"""
42,2,"Садоводческое товарищество ""Юбилейный""","с/т ""Юбилейный""",true,false,"""Юбилейный"""
43,30,"садоводство ""Маяк""","садоводство ""Маяк""",true,true,"""Маяк"""
45,2,"Садоводческое товарищество ""Айсберг""","с/т ""Айсберг""",true,false,"""Айсберг"""
46,2,"Садоводческое товарищество ""Торики""","с/т ""Торики""",true,false,"""Торики"""
47,2,"Садоводческое товарищество ""Хладокомбинат 4-5""","с/т ""Хладокомбинат 4-5""",true,false,"""Хладокомбинат 4-5"""
48,30,"садоводство ""Искра""","садоводство ""Искра""",true,true,"""Искра"""
49,2,"Садоводческое товарищество ""Рот-Фронт""","с/т ""Рот-Фронт""",true,false,"""Рот-Фронт"""
8333,23,Троицкий сад,Троицкий сад,true,true,Троицкий
50,2,"Садоводческое товарищество ""АТП-71""","с/т ""АТП-71""",true,false,"""АТП-71"""
51,2,"Садоводческое товарищество ""Дружный-1""","с/т ""Дружный-1""",true,false,"""Дружный-1"""
52,2,"Садоводческое товарищество ""Дружный-2""","с/т ""Дружный-2""",true,false,"""Дружный-2"""
53,2,"Садоводческое товарищество ""Малахит""","с/т ""Малахит""",true,false,"""Малахит"""
54,2,"Садоводческое товарищество ""Автомобилист""","с/т ""Автомобилист""",true,false,"""Автомобилист"""
56,30,"садоводство ""Трансмаш""","садоводство ""Трансмаш""",true,true,"""Трансмаш"""
57,2,"Садоводческое товарищество ""Торики-2""","с/т ""Торики-2""",true,false,"""Торики-2"""
58,2,"Садоводческое товарищество ""Приозерное""","с/т ""Приозерное""",true,false,"""Приозерное"""
59,2,"Садоводческое товарищество ""Победа""","с/т ""Победа""",true,false,"""Победа"""
61,30,"садоводство ""Светлана""","садоводство ""Светлана""",true,true,"""Светлана"""
62,2,"Садоводческое товарищество ""Госрезерв""","с/т ""Госрезерв""",true,false,"""Госрезерв"""
73,30,"садоводство ""Ржевка №1""","садоводство ""Ржевка №1""",true,true,"""Ржевка №1"""
75,2,"Садоводческое товарищество ""Труженик""","с/т ""Труженик""",true,false,"""Труженик"""
79,30,"садоводство ""Дачное. Электроавтоматика""","садоводство ""Дачное. Электроавтоматика""",true,true,"""Дачное. Электроавтоматика"""
81,2,"Садоводческое товарищество ""Пенсионеров Ленинского района""","с/т ""Пенсионеров Ленинского р-на""",true,false,"""Пенсионеров Ленинского района"""
83,2,"Садоводческое товарищество ПО ""Электроаппарат""","с/т ПО ""Электроаппарат""",true,false,"ПО ""Электроаппарат"""
85,2,"Садоводческое товарищество ""Кировец-1""","с/т ""Кировец-1""",true,false,"""Кировец-1"""
87,2,"Садоводческое товарищество ""Гидролизпром""","с/т ""Гидролизпром""",true,false,"""Гидролизпром"""
88,2,"Садоводческое товарищество ""Гипроникель""","с/т ""Гипроникель""",true,false,"""Гипроникель"""
89,2,"Садоводческое товарищество ""Красная Заря""","с/т ""Красная Заря""",true,false,"""Красная Заря"""
90,2,"Садоводческое товарищество ""ВНИИТ ""Песочное""","с/т ""ВНИИТ ""Песочное""",true,false,"""ВНИИТ ""Песочное"""
91,2,"Садоводческое товарищество з-да ""Красный Октябрь""","с/т з-да ""Красный Октябрь""",true,false,"з-да ""Красный Октябрь"""
92,2,Садоводческое товарищество Выборгского Исполкома,с/т Выборгского Исполкома,true,false,Выборгского Исполкома
93,2,"Садоводческое товарищество ""Парковая Роща""","с/т ""Парковая Роща""",true,false,"""Парковая Роща"""
97,2,"Садоводческое товарищество ""Климовец""","с/т ""Климовец""",true,false,"""Климовец"""
98,2,"Садоводческое товарищество ""Молодежное""","с/т ""Молодежное""",true,false,"""Молодежное"""
99,2,"Садоводческое товарищество ""Дружба""","с/т ""Дружба""",true,false,"""Дружба"""
100,2,"Садоводческое товарищество ""Монолит""","с/т ""Монолит""",true,false,"""Монолит"""
101,2,"Садоводческое товарищество ""Ветеран""","с/т ""Ветеран""",true,false,"""Ветеран"""
102,30,"садоводство ""Ижорский массив №1""","садоводство ""Ижорский массив №1""",true,true,"""Ижорский массив №1"""
103,2,"Садоводческое товарищество ""Ижорский массив-II""","с/т ""Ижорский массив-II""",true,false,"""Ижорский массив-II"""
104,30,"садоводство ""Строитель""","садоводство ""Строитель""",true,true,"""Строитель"""
106,30,"садоводство ""Текстиль""","садоводство ""Текстиль""",true,true,"""Текстиль"""
107,30,"садоводство ""Контакт""","садоводство ""Контакт""",true,true,"""Контакт"""
108,30,"садоводство ""Уголёк""","садоводство ""Уголёк""",true,true,"""Уголёк"""
109,2,"Садоводческое товарищество ""Павловское-1""","с/т ""Павловское-1""",true,false,"""Павловское-1"""
110,2,"Садоводческое товарищество ""Павловское-2""","с/т ""Павловское-2""",true,false,"""Павловское-2"""
111,2,"Садоводческое товарищество ""Звездочка""","с/т ""Звездочка""",true,false,"""Звездочка"""
112,2,"Садоводческое товарищество ""Славяночка""","с/т ""Славяночка""",true,false,"""Славяночка"""
113,2,"Садоводческое товарищество ""Славяночка-2""","с/т ""Славяночка-2""",true,false,"""Славяночка-2"""
114,2,"Садоводческое товарищество ""Вировец-1""","с/т ""Вировец-1""",true,false,"""Вировец-1"""
115,30,"садоводство ""Вировец-2""","садоводство ""Вировец-2""",true,true,"""Вировец-2"""
116,30,"садоводство ""Кикенка""","садоводство ""Кикенка""",true,true,"""Кикенка"""
119,2,"Садоводческое товарищество ""Коллективный сад №3""","с/т ""Коллективный сад №3""",true,false,"""Коллективный сад №3"""
120,2,"Садоводческое товарищество ""Пенсионер""","с/т ""Пенсионер""",true,false,"""Пенсионер"""
121,2,"Садоводческое товарищество ""ЛШУАПК""","с/т ""ЛШУАПК""",true,false,"""ЛШУАПК"""
123,2,"Садоводческое товарищество ""Коллективный сад №6""","с/т ""Коллективный сад №6""",true,false,"""Коллективный сад №6"""
124,2,"Садоводческое товарищество №5 ""Аэрогеодезия""","с/т №5 ""Аэрогеодезия""",true,false,"№5 ""Аэрогеодезия"""
126,30,"садоводство ""Ветеран""","садоводство ""Ветеран""",true,true,"""Ветеран"""
129,2,"Садоводческое товарищество ""Волхонское""","с/т ""Волхонское""",true,false,"""Волхонское"""
131,5,"Дачно-строительный кооператив ""Дюны""","ДСК ""Дюны""",true,false,"""Дюны"""
133,30,"садоводство ""Солнечное""","садоводство ""Солнечное""",true,true,"""Солнечное"""
134,30,"садоводство ""Цветмет""","садоводство ""Цветмет""",true,true,"""Цветмет"""
136,2,"Садоводческое товарищество ""Красноармейское""","с/т ""Красноармейское""",true,false,"""Красноармейское"""
138,30,"садоводство ""Красные Зори""","садоводство ""Красные Зори""",true,false,"""Красные Зори"""
139,13,"совхоз ""Пригородный""","свх. ""Пригородный""",true,false,"""Пригородный"""
140,9,квартал 5-й,квартал 5-й,true,false,"5-й"
141,9,квартал 4-й,квартал 4-й,true,false,"4-й"
142,9,квартал 6-й,квартал 6-й,true,false,"6-й"
143,9,квартал 7-й,квартал 7-й,true,false,"7-й"
144,9,квартал 8-й,квартал 8-й,true,false,"8-й"
146,2,"Садоводческое товарищество ""Дони""","с/т ""Дони""",true,false,"""Дони"""
147,9,квартал 1-й,квартал 1-й,true,false,"1-й"
148,9,квартал 9-й,квартал 9-й,true,false,"9-й"
149,9,квартал 10-й,квартал 10-й,true,false,"10-й"
150,9,квартал 11-й,квартал 11-й,true,false,"11-й"
151,9,квартал 12-й,квартал 12-й,true,false,"12-й"
152,9,квартал 13-й,квартал 13-й,true,false,"13-й"
153,9,квартал 14-й,квартал 14-й,true,false,"14-й"
154,9,квартал 15-й,квартал 15-й,true,false,"15-й"
155,9,квартал 16-й,квартал 16-й,true,false,"16-й"
156,9,квартал 2-й,квартал 2-й,true,false,"2-й"
157,14,нежилая зона Северо-Западная,нежилая зона Северо-Западная,true,false,Северо-Западная
158,12,парк Академика Сахарова,парк Академика Сахарова,true,false,Академика Сахарова
159,16,городок Жилой,городок Жилой,true,false,Жилой
160,13,"совхоз ""Ленсоветовский"", центральная усадьба","свх. ""Ленсоветовский"",центр. ус-ба",true,false,"""Ленсоветовский"", центральная усадьба"
161,7,остров Елагин,о. Елагин,true,false,Елагин
162,6,крепость Петропавловская,крепость Петропавловская,true,false,Петропавловская
163,7,остров Канонерский,о. Канонерский,true,false,Канонерский
164,7,остров Гладкий,о. Гладкий,true,false,Гладкий
165,15,Фарфоровский пост,Фарфоровский пост,true,false,Фарфоровский пост
167,7,остров Турухтанный,о. Турухтанный,true,false,Турухтанный
168,15,пост Ковалево,Ковалево пост,true,false,Ковалево пост
169,17,поселок Фабричный,п. Фабричный,true,false,Фабричный
170,15,"Племзавод ""Лесное""","Племзавод ""Лесное""",true,false,"Племзавод ""Лесное"""
172,11,площадка Элеваторная,площадка Элеваторная,true,false,Элеваторная
173,8,"промзона ""Металлострой""","промзона ""Металлострой""",true,false,"""Металлострой"""
174,2,"Садоводческое товарищество ""№2 ЛСХИ""","с/т ""№2 ЛСХИ""",true,false,"""№2 ЛСХИ"""
175,2,"Садоводческое товарищество ""Павловское-1""","с/т ""Павловское-1""",true,false,"""Павловское-1"""
176,8,промзона,промзона,true,false,""
177,15,Пионерлагерь,Пионерлагерь,true,false,Пионерлагерь
179,2,"Садоводческое товарищество ""Коллективный сад № 7""","с/т ""Коллективный сад № 7""",true,false,"""Коллективный сад № 7"""
180,2,"Садоводческое товарищество ""Энергия""","с/т ""Энергия""",true,false,"""Энергия"""
182,13,"совхоз ""Ручьи""","свх. ""Ручьи""",true,false,"""Ручьи"""
183,14,"нежилая зона ""Предпортовая-2""","нежилая зона ""Предпортовая-2""",true,false,"""Предпортовая-2"""
184,10,станция Дача Долгорукова,ст. Дача Долгорукова,true,false,Дача Долгорукова
185,12,Приморский парк Победы,Приморский парк Победы,true,false,Приморский парк Победы
186,10,станция Навалочная,ст. Навалочная,true,false,Навалочная
187,10,станция Обухово,ст. Обухово,true,false,Обухово
188,10,станция Рыбацкое,ст. Рыбацкое,true,false,Рыбацкое
189,10,станция Фарфоровская,ст. Фарфоровская,true,false,Фарфоровская
197,7,остров Финское озеро,о. Финское озеро,true,false,Финское озеро
198,10,станция Кондакопшино,ст. Кондакопшино,true,false,Кондакопшино
199,2,"Садоводческое товарищество ""Разлив""","с/т ""Разлив""",true,false,"""Разлив"""
200,8,промзона,промзона,true,false,""
201,7,остров Белый,о. Белый,true,false,Белый
202,18,"Садоводческий кооператив ""Молодежное""","Садоводческий кооператив ""Молодежное""",true,false,"""Молодежное"""
203,17,поселок Ленсоветовский,п. Ленсоветовский,true,false,Ленсоветовский
204,19,"потребительский кооператив садоводства ""Монолит""","потреб. кооператив садоводства ""Монолит""",true,false,"""Монолит"""
205,12,парк Верхний,парк Верхний,true,false,Верхний
206,12,парк Александрия,парк Александрия,true,false,Александрия
207,12,парк Константиновский,парк Константиновский,true,false,Константиновский
208,12,парк Нижний,парк Нижний,true,false,Нижний
209,12,парк Павловский,парк Павловский,true,false,Павловский
210,15,Щучье озеро,Щучье озеро,true,false,Щучье озеро
211,15,Турухтанные острова,Турухтанные острова,true,false,Турухтанные острова
212,20,кладбище Казанское,кладбище Казанское,true,false,Казанское
213,21,пристань Летняя,пристань Летняя,true,false,Летняя
214,10,станция Старый Петергоф,ст. Старый Петергоф,true,false,Старый Петергоф
215,22,пляж Ласковый,пляж Ласковый,true,false,Ласковый
216,15,Сестрорецкий Укрепрайон,Сестрорецкий Укрепрайон,true,false,Сестрорецкий Укрепрайон
217,9,квартал ВМТ 16-й,квартал ВМТ 16-й,true,false,ВМТ 16-й
218,12,парк Луговой,парк Луговой,true,false,Луговой
219,17,поселок Хвойный,п. Хвойный,true,false,Хвойный
221,15,Сосновая поляна,Сосновая поляна,true,false,Сосновая поляна
222,16,Жилой городок,Жилой городок,true,false,Жилой
223,12,Константиновский парк,Константиновский парк,true,true,Константиновский
224,30,"садоводство ""Коллективный сад №3""","садоводство ""Коллективный сад №3""",true,true,"""Коллективный сад №3"""
225,30,"садоводство ""Климовец""","садоводство ""Климовец""",true,true,"""Климовец"""
226,5,"Дачно-строительный кооператив ""Дюны""","ДСК ""Дюны""",true,false,"""Дюны"""
227,30,"садоводство ""Полюстрово""","садоводство ""Полюстрово""",true,true,"""Полюстрово"""
228,30,"садоводство ""Дружба""","садоводство ""Дружба""",true,false,"""Дружба"""
229,30,"садоводство ""Разлив""","сад-во ""Разлив""",true,true,"""Разлив"""
230,15,Станция Нева,Станция Нева,true,false,Станция Нева
231,30,"садоводство ""Ижорский массив-II""","садоводство ""Ижорский массив-II""",true,true,"""Ижорский массив-II"""
232,15,"Нежилая зона ""Нева""","Нежилая зона ""Нева""",true,false,"Нежилая зона ""Нева"""
233,15,"Академический поселок ""Комарово""","Академ.поселок ""Комарово""",true,false,"Академический поселок ""Комарово"""
234,30,"садоводство ""Славяночка-2""","садоводство ""Славяночка-2""",true,true,"""Славяночка-2"""
235,30,"садоводство ""Молодежное""","садоводство ""Молодежное""",true,false,"""Молодежное"""
236,7,остров Дамба Гребенка,о. Дамба Гребенка,true,false,Дамба Гребенка
237,30,"садоводство ""Подгорное""","садоводство ""Подгорное""",true,false,"""Подгорное"""
238,30,"садоводство ""Константиновка""","садоводство ""Константиновка""",true,true,"""Константиновка"""
239,30,"садоводство ""Электросила №1""","садоводство ""Электросила №1""",true,true,"""Электросила №1"""
240,30,"садоводство ""Галургия""","садоводство ""Галургия""",true,false,"""Галургия"""
241,30,"садоводство ""Ленмасложирокомбинат""","садоводство ""Ленмасложирокомбинат""",true,false,"""Ленмасложирокомбинат"""
242,30,"садоводство ""Красный треугольник""","садоводство ""Красный треугольник""",true,true,"""Красный треугольник"""
243,30,"садоводство ""Бумажник""","садоводство ""Бумажник""",true,true,"""Бумажник"""
244,30,"садоводство ""Дружба""","садоводство ""Дружба""",true,false,"""Дружба"""
245,30,"садоводство ""Ленмашзавод""","садоводство ""Ленмашзавод""",true,false,"""Ленмашзавод"""
246,30,"садоводство ""Капелла""","садоводство ""Капелла""",true,true,"""Капелла"""
247,30,"садоводство ""Ольгино""","садоводство ""Ольгино""",true,true,"""Ольгино"""
248,30,"садоводство ""п.Ольгино, Нижний сад""","садоводство ""п.Ольгино, Нижний сад""",true,true,"""п.Ольгино, Нижний сад"""
249,30,садоводство имени Я.М.Свердлова,садоводство имени Я.М.Свердлова,true,true,имени Я.М.Свердлова
250,30,"садоводство ""Авангард""","садоводство ""Авангард""",true,false,"""Авангард"""
251,30,"садоводство ""Лентелеграф""","садоводство ""Лентелеграф""",true,false,"""Лентелеграф"""
252,30,"садоводство ""Волна""","садоводство ""Волна""",true,false,"""Волна"""
253,30,"садоводство ""Труд и отдых""","садоводство ""Труд и отдых""",true,true,"""Труд и отдых"""
254,30,"садоводство ""Лендорстрой""","садоводство ""Лендорстрой""",true,false,"""Лендорстрой"""
255,30,"садоводство ""Юбилейный""","садоводство ""Юбилейный""",true,true,"""Юбилейный"""
256,30,"садоводство ""Айсберг""","садоводство ""Айсберг""",true,true,"""Айсберг"""
257,30,"садоводство ""Торики""","садоводство ""Торики""",true,true,"""Торики"""
258,30,"садоводство ""Хладокомбинат 4-5""","садоводство ""Хладокомбинат 4-5""",true,true,"""Хладокомбинат 4-5"""
259,30,"садоводство ""Рот-Фронт""","садоводство ""Рот-Фронт""",true,true,"""Рот-Фронт"""
260,30,"садоводство ""АТП-71""","садоводство ""АТП-71""",true,true,"""АТП-71"""
261,30,"садоводство ""Дружный-1""","садоводство ""Дружный-1""",true,true,"""Дружный-1"""
262,30,"садоводство ""Дружный-2""","садоводство ""Дружный-2""",true,true,"""Дружный-2"""
263,30,"садоводство ""Малахит""","садоводство ""Малахит""",true,true,"""Малахит"""
264,30,"садоводство ""Автомобилист""","садоводство ""Автомобилист""",true,true,"""Автомобилист"""
265,30,"садоводство ""Торики-2""","садоводство ""Торики-2""",true,true,"""Торики-2"""
266,30,"садоводство ""Приозерное""","садоводство ""Приозерное""",true,false,"""Приозерное"""
267,30,"садоводство ""Победа""","садоводство ""Победа""",true,true,"""Победа"""
268,2,"Садоводческое товарищество ""Госрезерв""","с/т ""Госрезерв""",true,false,"""Госрезерв"""
269,30,"садоводство ""Труженик""","садоводство ""Труженик""",true,true,"""Труженик"""
270,30,"садоводство ""Пенсионеров Ленинского района""","садоводство ""Пенсионеров Ленинского р-на""",true,true,"""Пенсионеров Ленинского района"""
271,30,"садоводство ПО ""Электроаппарат""","садоводство ПО ""Электроаппарат""",true,false,"ПО ""Электроаппарат"""
272,30,"садоводство ""Кировец-1""","садоводство ""Кировец-1""",true,true,"""Кировец-1"""
273,30,"садоводство ""Гидролизпром""","садоводство ""Гидролизпром""",true,true,"""Гидролизпром"""
274,2,"Садоводческое товарищество ""Гипроникель""","с/т ""Гипроникель""",true,false,"""Гипроникель"""
275,2,"Садоводческое товарищество ""Красная Заря""","с/т ""Красная Заря""",true,false,"""Красная Заря"""
276,30,"садоводство ""ВНИИТ ""Песочное""","садоводство ""ВНИИТ ""Песочное""",true,false,"""ВНИИТ ""Песочное"""
277,2,"Садоводческое товарищество з-да ""Красный Октябрь""","с/т з-да ""Красный Октябрь""",true,false,"з-да ""Красный Октябрь"""
278,2,Садоводческое товарищество Выборгского Исполкома,с/т Выборгского Исполкома,true,false,Выборгского Исполкома
279,30,"садоводство ""Парковая Роща""","садоводство ""Парковая Роща""",true,true,"""Парковая Роща"""
280,30,"садоводство ""Дружба""","садоводство ""Дружба""",true,true,"""Дружба"""
281,30,"садоводство ""Монолит""","садоводство ""Монолит""",true,false,"""Монолит"""
282,30,"садоводство ""Ветеран""","садоводство ""Ветеран""",true,true,"""Ветеран"""
283,30,садоводство ВИР-1,садоводство ВИР-1,true,false,ВИР-1
284,30,"садоводство ""Павловское-1""","садоводство ""Павловское-1""",true,false,"""Павловское-1"""
285,30,"садоводство ""Павловское-2""","садоводство ""Павловское-2""",true,false,"""Павловское-2"""
286,22,пляж Ласковый,пляж Ласковый,true,false,Ласковый
287,15,Сестрорецкий Укрепрайон,Сестрорецкий Укрепрайон,true,false,Сестрорецкий Укрепрайон
288,30,"садоводство ""Звездочка""","садоводство ""Звездочка""",true,false,"""Звездочка"""
289,8,"промзона ""Металлострой""","промзона ""Металлострой""",true,true,"""Металлострой"""
290,30,"садоводство ""Славяночка""","садоводство ""Славяночка""",true,true,"""Славяночка"""
291,30,"садоводство ""Вировец-1""","садоводство ""Вировец-1""",true,true,"""Вировец-1"""
292,30,"садоводство ""Пенсионер""","садоводство ""Пенсионер""",true,true,"""Пенсионер"""
293,30,"садоводство ""ЛШУАПК""","садоводство ""ЛШУАПК""",true,true,"""ЛШУАПК"""
294,30,"садоводство ""Коллективный сад №6""","садоводство ""Коллективный сад №6""",true,true,"""Коллективный сад №6"""
295,30,"садоводство №5 ""Аэрогеодезия""","садоводство №5 ""Аэрогеодезия""",true,true,"№5 ""Аэрогеодезия"""
296,30,"садоводство ""Красноармейское""","садоводство ""Красноармейское""",true,false,"""Красноармейское"""
297,13,"совхоз ""Пригородный""","свх. ""Пригородный""",true,false,"""Пригородный"""
298,9,квартал 5-й,квартал 5-й,true,true,"5-й"
299,9,квартал 4-й,квартал 4-й,true,true,"4-й"
301,9,квартал 7-й,квартал 7-й,true,true,"7-й"
302,9,квартал 8-й,квартал 8-й,true,true,"8-й"
303,9,квартал 1-й,квартал 1-й,true,true,"1-й"
304,9,квартал 9-й,квартал 9-й,true,true,"9-й"
305,9,квартал 10-й,квартал 10-й,true,true,"10-й"
306,9,квартал 11-й,квартал 11-й,true,true,"11-й"
307,9,квартал 12-й,квартал 12-й,true,true,"12-й"
308,9,квартал 13-й,квартал 13-й,true,true,"13-й"
309,9,квартал 14-й,квартал 14-й,true,true,"14-й"
310,9,квартал 15-й,квартал 15-й,true,true,"15-й"
311,9,квартал 16-й,квартал 16-й,true,true,"16-й"
312,9,квартал 2-й,квартал 2-й,true,true,"2-й"
313,30,"садоводство ""Дони""","садоводство ""Дони""",true,true,"""Дони"""
314,14,нежилая зона Северо-Западная,нежилая зона Северо-Западная,true,false,Северо-Западная
315,12,парк Академика Сахарова,парк Академика Сахарова,true,true,Академика Сахарова
316,7,Елагин остров,Елагин о.,true,true,Елагин
317,6,Петропавловская крепость,Петропавловская крепость,true,true,Петропавловская
318,7,Канонерский остров,Канонерский о.,true,true,Канонерский
319,7,Гладкий остров,Гладкий о.,true,true,Гладкий
320,15,Фарфоровский пост,Фарфоровский пост,true,false,Фарфоровский пост
321,15,Ковалёво пост,Ковалёво пост,true,false,Ковалёво пост
322,17,поселок Фабричный,п. Фабричный,true,false,Фабричный
323,15,"племзавод ""Лесное""","племзавод ""Лесное""",true,false,"племзавод ""Лесное"""
324,11,Элеваторная площадка,Элеваторная площадка,true,false,Элеваторная
325,30,"садоводство ""№2 ЛСХИ""","садоводство ""№2 ЛСХИ""",true,false,"""№2 ЛСХИ"""
326,8,промзона,промзона,true,true,""
327,15,Пионерлагерь,Пионерлагерь,true,true,Пионерлагерь
328,30,"садоводство ""Электросила-2""","садоводство ""Электросила-2""",true,true,"""Электросила-2"""
329,30,"садоводство ""Коллективный сад №7""","садоводство ""Коллективный сад №7""",true,true,"""Коллективный сад №7"""
330,30,"садоводство ""Энергия""","садоводство ""Энергия""",true,false,"""Энергия"""
331,26,"земли с.х. предприятия ""Ручьи""","земли с.х. предприятия ""Ручьи""",true,false,"""Ручьи"""
332,14,"нежилая зона ""Предпортовая-2""","нежилая зона ""Предпортовая-2""",true,true,"""Предпортовая-2"""
333,15,Долгорукова Дача,Долгорукова Дача,true,false,Долгорукова Дача
