"id","type_id","name","short_name","is_updated","is_actual","only_name"
56,12,Выборгская улица,Выборгская ул.,true,true,Выборгская
57,8,Выборгский переулок,Выборгский пер.,true,true,Выборгский
58,12,улица Строителей,ул. Строителей,true,true,Строителей
59,12,Бассейная улица,Бассейная ул.,true,true,Бассейная
60,10,Средний проспект,Средний пр.,true,true,Средний
61,12,Авиационная улица,Авиационная ул.,true,true,Авиационная
62,12,Круглая улица,Круглая ул.,true,true,Круглая
63,12,Бронная улица,Бронная ул.,true,true,Бронная
64,12,Госпитальная улица,Госпитальная ул.,true,true,Госпитальная
65,12,улица Мира,ул. Мира,true,true,Мира
66,12,Широкая улица,Широкая ул.,true,true,Широкая
67,12,Северная улица,Северная ул.,true,true,Северная
68,8,Красный переулок,Красный пер.,true,true,Красный
69,12,Связная улица,Связная ул.,true,true,Связная
70,10,проспект Красных Командиров,пр. Красных Командиров,true,true,Красных Командиров
71,8,"2-й Широкий переулок","2-й Широкий пер.",true,true,"2-й Широкий"
72,8,"1-й Широкий переулок","1-й Широкий пер.",true,true,"1-й Широкий"
73,12,Липовая улица,Липовая ул.,true,true,Липовая
74,12,Новая улица,Новая ул.,true,false,Новая
75,8,переулок Героев,пер. Героев,true,true,Героев
76,12,улица Героев,ул. Героев,true,true,Героев
77,12,Квартальная улица,Квартальная ул.,true,true,Квартальная
78,8,Квартальный переулок,Квартальный пер.,true,true,Квартальный
79,12,Лесная улица,Лесная ул.,true,true,Лесная
80,8,"1-й Лесной переулок","1-й Лесной пер.",true,true,"1-й Лесной"
81,12,"2-я Лесная улица","2-я Лесная ул.",true,true,"2-я Лесная"
82,8,"2-й Лесной переулок","2-й Лесной пер.",true,true,"2-й Лесной"
83,8,"1-й Межевой переулок","1-й Межевой пер.",true,true,"1-й Межевой"
84,12,Межевая улица,Межевая ул.,true,true,Межевая
85,8,"2-й Межевой переулок","2-й Межевой пер.",true,true,"2-й Межевой"
86,12,Загородная улица,Загородная ул.,true,true,Загородная
87,8,"2-й Загородный переулок","2-й Загородный пер.",true,true,"2-й Загородный"
88,8,"1-й Загородный переулок","1-й Загородный пер.",true,true,"1-й Загородный"
89,12,Путейская улица,Путейская ул.,true,true,Путейская
90,8,Деповский переулок,Деповский пер.,true,true,Деповский
91,12,Деповская улица,Деповская ул.,true,true,Деповская
92,12,Гражданская улица,Гражданская ул.,true,true,Гражданская
93,8,"2-й Путейский переулок","2-й Путейский пер.",true,true,"2-й Путейский"
94,8,"1-й Путейский переулок","1-й Путейский пер.",true,true,"1-й Путейский"
95,12,улица Красных Курсантов,ул. Красных Курсантов,true,true,Красных Курсантов
96,12,Любимая улица,Любимая ул.,true,true,Любимая
97,12,Гостиная улица,Гостиная ул.,true,true,Гостиная
98,13,Зеленогорское шоссе,Зеленогорское шоссе,true,true,Зеленогорское
99,12,Паровозная улица,Паровозная ул.,true,true,Паровозная
100,8,"1-й Служебный переулок","1-й Служебный пер.",true,false,"1-й Служебный"
101,8,Конный переулок,Конный пер.,true,false,Конный
102,12,Длинная улица,Длинная ул.,true,true,Длинная
103,12,Сапожная улица,Сапожная ул.,true,true,Сапожная
104,12,Невская улица,Невская ул.,true,true,Невская
105,12,Институтская улица,Институтская ул.,true,true,Институтская
106,12,Инженерная улица,Инженерная ул.,true,true,Инженерная
107,8,"1-й Торфяной переулок","1-й Торфяной пер.",true,true,"1-й Торфяной"
108,12,Конная улица,Конная ул.,true,true,Конная
109,8,Речной переулок,Речной пер.,true,true,Речной
110,12,Кузнечная улица,Кузнечная ул.,true,true,Кузнечная
111,12,Кавалерийская улица,Кавалерийская ул.,true,true,Кавалерийская
112,12,Комендантская улица,Комендантская ул.,true,true,Комендантская
113,12,Исполкомовская улица,Исполкомовская ул.,true,false,Исполкомовская
114,8,Кузнечный переулок,Кузнечный пер.,true,true,Кузнечный
115,12,Красноармейская улица,Красноармейская ул.,true,true,Красноармейская
116,12,Фабричная улица,Фабричная ул.,true,true,Фабричная
117,12,Парковая улица,Парковая ул.,true,true,Парковая
118,12,Привокзальная улица,Привокзальная ул.,true,true,Привокзальная
119,12,Комсомольская улица,Комсомольская ул.,true,true,Комсомольская
120,12,Дальняя улица,Дальняя ул.,true,true,Дальняя
121,12,Аптечная улица,Аптечная ул.,true,true,Аптечная
122,8,Парковый переулок,Парковый пер.,true,true,Парковый
123,12,Цветочная улица,Цветочная ул.,true,false,Цветочная
124,12,Разъезжая улица,Разъезжая ул.,true,true,Разъезжая
125,8,Сосновый переулок,Сосновый пер.,true,true,Сосновый
126,12,улица Состязаний,ул. Состязаний,true,true,Состязаний
127,12,улица Восстания,ул. Восстания,true,true,Восстания
128,12,Сосновая улица,Сосновая ул.,true,true,Сосновая
129,12,Полевая улица,Полевая ул.,true,true,Полевая
130,12,Хвойная улица,Хвойная ул.,true,true,Хвойная
131,12,Объездная улица,Объездная ул.,true,true,Объездная
132,12,Узкая улица,Узкая ул.,true,true,Узкая
133,12,Набережная улица,Набережная ул.,true,true,Набережная
134,12,Прибрежная улица,Прибрежная ул.,true,true,Прибрежная
135,12,Кооперативная улица,Кооперативная ул.,true,true,Кооперативная
136,8,Берёзовый переулок,Берёзовый пер.,true,true,Берёзовый
137,12,Клубная улица,Клубная ул.,true,false,Клубная
138,12,Гаванная улица,Гаванная ул.,true,true,Гаванная
139,12,Малинная улица,Малинная ул.,true,true,Малинная
140,12,Театральная улица,Театральная ул.,true,true,Театральная
141,12,Берёзовая улица,Берёзовая ул.,true,true,Берёзовая
142,12,Пляжевая улица,Пляжевая ул.,true,true,Пляжевая
143,12,"2-я Пляжевая улица","2-я Пляжевая ул.",true,true,"2-я Пляжевая"
144,12,Тихая улица,Тихая ул.,true,false,Тихая
145,12,"4-я Пляжевая улица","4-я Пляжевая ул.",true,true,"4-я Пляжевая"
146,12,Купальная улица,Купальная ул.,true,true,Купальная
147,12,улица Связи,ул. Связи,true,true,Связи
148,12,Курортная улица,Курортная ул.,true,true,Курортная
149,8,Пионерский переулок,Пионерский пер.,true,false,Пионерский
150,12,Морская улица,Морская ул.,true,true,Морская
151,12,Пионерская улица,Пионерская ул.,true,true,Пионерская
152,12,Нижняя улица,Нижняя ул.,true,true,Нижняя
153,12,Артиллерийская улица,Артиллерийская ул.,true,true,Артиллерийская
154,13,Выборгское шоссе,Выборгское шоссе,true,true,Выборгское
155,12,Александровская улица,Александровская ул.,true,true,Александровская
156,12,Прямая улица,Прямая ул.,true,true,Прямая
157,12,улица Танкистов,ул. Танкистов,true,true,Танкистов
158,12,Лиственная улица,Лиственная ул.,true,true,Лиственная
159,12,Средняя улица,Средняя ул.,true,true,Средняя
160,8,Лиственный переулок,Лиственный пер.,true,true,Лиственный
161,12,Мостовая улица,Мостовая ул.,true,true,Мостовая
162,12,Приморская улица,Приморская ул.,true,true,Приморская
163,12,Спортивная улица,Спортивная ул.,true,true,Спортивная
164,12,Горная улица,Горная ул.,true,true,Горная
165,12,Садовая улица,Садовая ул.,true,true,Садовая
166,12,Восточная улица,Восточная ул.,true,false,Восточная
167,12,Каменная улица,Каменная ул.,true,false,Каменная
168,12,Сосновая улица,Сосновая ул.,true,true,Сосновая
169,12,Озёрная улица,Озёрная ул.,true,true,Озёрная
170,8,переулок Осипенко,пер. Осипенко,true,true,Осипенко
171,12,улица Осипенко,ул. Осипенко,true,true,Осипенко
172,12,Кудринская улица,Кудринская ул.,true,true,Кудринская
173,8,Кудринский переулок,Кудринский пер.,true,true,Кудринский
174,12,Курортная улица,Курортная ул.,true,true,Курортная
175,8,"1-й Курортный переулок","1-й Курортный пер.",true,true,"1-й Курортный"
176,8,"2-й Курортный переулок","2-й Курортный пер.",true,true,"2-й Курортный"
177,12,улица Академика Комарова,ул. Академика Комарова,true,true,Академика Комарова
178,8,"3-й Курортный переулок","3-й Курортный пер.",true,true,"3-й Курортный"
179,12,улица Академиков,ул. Академиков,true,true,Академиков
180,12,Привокзальная улица,Привокзальная ул.,true,true,Привокзальная
181,12,Лесная улица,Лесная ул.,true,true,Лесная
182,8,"4-й Курортный переулок","4-й Курортный пер.",true,true,"4-й Курортный"
183,12,Ломаная улица,Ломаная ул.,true,true,Ломаная
184,12,улица Ломоносова,ул. Ломоносова,true,true,Ломоносова
185,12,"2-я Дачная улица","2-я Дачная ул.",true,true,"2-я Дачная"
186,12,Морская улица,Морская ул.,true,true,Морская
187,12,Подгорная улица,Подгорная ул.,true,true,Подгорная
188,12,Горная улица,Горная ул.,true,true,Горная
189,11,Садовый проезд,Садовый проезд,true,true,Садовый
190,2,"7-я аллея","7-я аллея",true,true,"7-я"
191,11,Средний проезд,Средний проезд,true,true,Средний
192,11,Южный проезд,Южный проезд,true,true,Южный
193,11,Коллективный проезд,Коллективный проезд,true,true,Коллективный
194,11,Западный проезд,Западный проезд,true,false,Западный
195,2,"6-я аллея","6-я аллея",true,false,"6-я"
196,12,"1-я Дачная улица","1-я Дачная ул.",true,true,"1-я Дачная"
197,8,"6-й Дачный переулок","6-й Дачный пер.",true,false,"6-й Дачный"
198,8,"5-й Дачный переулок","5-й Дачный пер.",true,false,"5-й Дачный"
199,12,"3-я Дачная улица","3-я Дачная ул.",true,true,"3-я Дачная"
200,12,"4-я Дачная улица","4-я Дачная ул.",true,true,"4-я Дачная"
201,8,переулок Ильича,пер. Ильича,true,true,Ильича
202,12,Школьная улица,Школьная ул.,true,true,Школьная
203,12,улица Водопьянова,ул. Водопьянова,true,true,Водопьянова
204,2,"2-я аллея","2-я аллея",true,false,"2-я"
205,2,"1-я аллея","1-я аллея",true,false,"1-я"
206,12,улица Островского,ул. Островского,true,true,Островского
207,12,улица Пушкина,ул. Пушкина,true,true,Пушкина
208,12,Косая улица,Косая ул.,true,true,Косая
209,2,"3-я аллея","3-я аллея",true,false,"3-я"
210,8,переулок Островского,пер. Островского,true,true,Островского
211,12,улица Чкалова,ул. Чкалова,true,true,Чкалова
212,8,"4-й Дачный переулок","4-й Дачный пер.",true,false,"4-й Дачный"
213,8,"3-й Дачный переулок","3-й Дачный пер.",true,false,"3-й Дачный"
214,8,"2-й Дачный переулок","2-й Дачный пер.",true,false,"2-й Дачный"
215,12,улица Лейтенантов,ул. Лейтенантов,true,true,Лейтенантов
216,12,Северная улица,Северная ул.,true,true,Северная
217,12,Ленинградская улица,Ленинградская ул.,true,true,Ленинградская
218,12,Цветочная улица,Цветочная ул.,true,true,Цветочная
219,2,"4-я аллея","4-я аллея",true,false,"4-я"
220,2,"5-я аллея","5-я аллея",true,false,"5-я"
221,12,улица Кривцова,ул. Кривцова,true,true,Кривцова
222,12,улица Васильева,ул. Васильева,true,true,Васильева
223,12,улица Танкистов,ул. Танкистов,true,true,Танкистов
224,12,Выборгская улица,Выборгская ул.,true,true,Выборгская
225,12,улица Юрия Германа,ул. Юрия Германа,true,true,Юрия Германа
226,12,Пограничная улица,Пограничная ул.,true,true,Пограничная
227,10,Большой проспект,Большой пр.,true,true,Большой
228,12,Кавалерийская улица,Кавалерийская ул.,true,true,Кавалерийская
229,12,Новая улица,Новая ул.,true,false,Новая
230,12,Социалистическая улица,Социалистическая ул.,true,true,Социалистическая
231,12,улица Артиллеристов,ул. Артиллеристов,true,true,Артиллеристов
232,12,улица Отдыха,ул. Отдыха,true,true,Отдыха
233,12,Советская улица,Советская ул.,true,true,Советская
234,12,улица Громыхалова,ул. Громыхалова,true,true,Громыхалова
235,12,улица Комсомола,ул. Комсомола,true,false,Комсомола
236,8,переулок Отдыха,пер. Отдыха,true,true,Отдыха
237,12,улица Дружбы,ул. Дружбы,true,true,Дружбы
238,12,улица Связи,ул. Связи,true,true,Связи
239,12,Пионерская улица,Пионерская ул.,true,true,Пионерская
240,12,улица Валиева,ул. Валиева,true,true,Валиева
241,8,Сапёрный переулок,Сапёрный пер.,true,true,Сапёрный
242,12,Сапёрная улица,Сапёрная ул.,true,true,Сапёрная
243,12,Новгородская улица,Новгородская ул.,true,false,Новгородская
244,8,переулок Связи,пер. Связи,true,true,Связи
245,10,Большой проспект,Большой пр.,true,true,Большой
246,12,Железнодорожная улица,Железнодорожная ул.,true,true,Железнодорожная
247,12,"1-я Северная улица","1-я Северная ул.",true,true,"1-я Северная"
248,12,Северная улица,Северная ул.,true,true,Северная
249,12,"2-я Северная улица","2-я Северная ул.",true,false,"2-я Северная"
250,8,Северный переулок,Северный пер.,true,true,Северный
251,12,Тихая улица,Тихая ул.,true,true,Тихая
252,8,Лагерный переулок,Лагерный пер.,true,true,Лагерный
253,12,Лагерная улица,Лагерная ул.,true,true,Лагерная
254,8,Привокзальный переулок,Привокзальный пер.,true,true,Привокзальный
255,10,Лесной проспект,Лесной пр.,true,true,Лесной
256,10,Лермонтовский проспект,Лермонтовский пр.,true,true,Лермонтовский
257,12,Новгородская улица,Новгородская ул.,true,true,Новгородская
258,8,переулок Новгородский,пер. Новгородский,true,false,Новгородский
259,12,Лесная улица,Лесная ул.,true,true,Лесная
260,8,"2-й Лесной переулок","2-й Лесной пер.",true,true,"2-й Лесной"
261,12,Песочная улица,Песочная ул.,true,true,Песочная
262,12,Курортная улица,Курортная ул.,true,true,Курортная
263,12,Дальняя улица,Дальняя ул.,true,true,Дальняя
264,12,Привокзальная улица,Привокзальная ул.,true,true,Привокзальная
265,12,Завокзальная улица,Завокзальная ул.,true,true,Завокзальная
266,12,Новодеревенская улица,Новодеревенская ул.,true,true,Новодеревенская
267,12,"2-я Новая улица","2-я Новая ул.",true,true,"2-я Новая"
268,8,Тихий переулок,Тихий пер.,true,true,Тихий
269,2,Еловая аллея,Еловая аллея,true,true,Еловая
270,12,Школьная улица,Школьная ул.,true,true,Школьная
271,12,Вокзальная улица,Вокзальная ул.,true,true,Вокзальная
272,12,Нагорная улица,Нагорная ул.,true,true,Нагорная
273,12,Прямая улица,Прямая ул.,true,true,Прямая
274,12,Аптекарская улица,Аптекарская ул.,true,true,Аптекарская
275,12,Луговая улица,Луговая ул.,true,true,Луговая
276,12,улица Репина,ул. Репина,true,false,Репина
277,12,Волнистая улица,Волнистая ул.,true,true,Волнистая
278,12,Малая улица,Малая ул.,true,false,Малая
279,12,"1-я Новая улица","1-я Новая ул.",true,true,"1-я Новая"
280,12,Круговая улица,Круговая ул.,true,true,Круговая
281,12,Финляндская улица,Финляндская ул.,true,true,Финляндская
282,12,Цветочная улица,Цветочная ул.,true,true,Цветочная
283,8,Цветочный переулок,Цветочный пер.,true,true,Цветочный
284,8,"1-й Балтийский переулок","1-й Балтийский пер.",true,false,"1-й Балтийский"
285,8,"2-й Балтийский переулок","2-й Балтийский пер.",true,true,"2-й Балтийский"
286,12,Кленовая улица,Кленовая ул.,true,true,Кленовая
287,12,Колхозная улица,Колхозная ул.,true,true,Колхозная
288,12,Лесная улица,Лесная ул.,true,true,Лесная
289,12,Пограничная улица,Пограничная ул.,true,true,Пограничная
290,12,Ленинградская улица,Ленинградская ул.,true,true,Ленинградская
291,12,Кронштадтская улица,Кронштадтская ул.,true,true,Кронштадтская
292,8,Средний переулок,Средний пер.,true,true,Средний
293,12,улица Мира,ул. Мира,true,true,Мира
294,12,Средняя улица,Средняя ул.,true,true,Средняя
295,12,улица Танкистов,ул. Танкистов,true,true,Танкистов
296,12,Комсомольская улица,Комсомольская ул.,true,true,Комсомольская
297,12,Пионерская улица,Пионерская ул.,true,true,Пионерская
298,12,"3-я Дачная улица","3-я Дачная ул.",true,false,"3-я Дачная"
299,8,переулок Танкистов,пер. Танкистов,true,true,Танкистов
300,12,Вокзальная улица,Вокзальная ул.,true,true,Вокзальная
301,12,"3-я Зелёная улица","3-я Зелёная ул.",true,true,"3-я Зелёная"
302,12,"2-я Зелёная улица","2-я Зелёная ул.",true,true,"2-я Зелёная"
303,12,улица Зеленая,ул. Зеленая,true,false,Зеленая
304,12,Железнодорожная улица,Железнодорожная ул.,true,true,Железнодорожная
305,12,Нагорная улица,Нагорная ул.,true,true,Нагорная
306,12,Петровская улица,Петровская ул.,true,true,Петровская
307,12,Боровая улица,Боровая ул.,true,false,Боровая
308,12,улица Дачная,ул. Дачная,true,false,Дачная
309,11,"2-й проезд","2-й проезд",true,true,"2-й"
310,12,Малая Советская улица,Малая Советская ул.,true,false,Малая Советская
311,11,"4-й проезд","4-й проезд",true,true,"4-й"
312,11,"1-й проезд","1-й проезд",true,true,"1-й"
313,11,"3-й проезд","3-й проезд",true,true,"3-й"
314,12,Советская улица,Советская ул.,true,true,Советская
315,11,"5-й проезд","5-й проезд",true,true,"5-й"
316,11,"6-й проезд","6-й проезд",true,true,"6-й"
317,11,"7-й проезд","7-й проезд",true,true,"7-й"
318,12,Тенистая улица,Тенистая ул.,true,true,Тенистая
319,12,Центральная улица,Центральная ул.,true,true,Центральная
320,13,Александровское шоссе,Александровское шоссе,true,true,Александровское
321,12,Рощинская улица,Рощинская ул.,true,true,Рощинская
322,12,Привольная улица,Привольная ул.,true,true,Привольная
323,12,Отрадная улица,Отрадная ул.,true,true,Отрадная
324,12,Береговая улица,Береговая ул.,true,true,Береговая
325,12,Светлая улица,Светлая ул.,true,true,Светлая
326,12,Главная улица,Главная ул.,true,true,Главная
327,12,Арктическая улица,Арктическая ул.,true,true,Арктическая
328,12,Вишнёвая улица,Вишнёвая ул.,true,true,Вишнёвая
329,12,Рейдовая улица,Рейдовая ул.,true,true,Рейдовая
330,12,улица Отдыха,ул. Отдыха,true,true,Отдыха
331,12,Полярная улица,Полярная ул.,true,true,Полярная
332,12,Речная улица,Речная ул.,true,true,Речная
333,12,Тупиковая улица,Тупиковая ул.,true,true,Тупиковая
334,12,Белоостровская улица,Белоостровская ул.,true,true,Белоостровская
335,12,Жасминная улица,Жасминная ул.,true,true,Жасминная
336,8,Майский переулок,Майский пер.,true,true,Майский
337,8,Сиреневый переулок,Сиреневый пер.,true,true,Сиреневый
338,12,Солнечная улица,Солнечная ул.,true,true,Солнечная
339,12,Лунная улица,Лунная ул.,true,true,Лунная
340,12,Курортная улица,Курортная ул.,true,true,Курортная
341,12,Дружная улица,Дружная ул.,true,true,Дружная
342,12,Лазурная улица,Лазурная ул.,true,true,Лазурная
343,8,Тенистый переулок,Тенистый пер.,true,true,Тенистый
344,8,Радостный переулок,Радостный пер.,true,true,Радостный
345,12,Западная улица,Западная ул.,true,true,Западная
346,12,Южная улица,Южная ул.,true,true,Южная
347,12,Восточная улица,Восточная ул.,true,true,Восточная
348,12,Северная улица,Северная ул.,true,false,Северная
349,12,улица Лобачика,ул. Лобачика,true,true,Лобачика
350,12,Парголовская улица,Парголовская ул.,true,true,Парголовская
351,12,Биржевая улица,Биржевая ул.,true,true,Биржевая
352,8,Дибунский переулок,Дибунский пер.,true,true,Дибунский
353,12,Вокзальная улица,Вокзальная ул.,true,true,Вокзальная
354,12,Железнодорожная улица,Железнодорожная ул.,true,true,Железнодорожная
355,13,Новое шоссе,Новое шоссе,true,true,Новое
356,12,улица Мира,ул. Мира,true,true,Мира
357,13,Сестрорецкое шоссе,Сестрорецкое шоссе,true,true,Сестрорецкое
358,12,Лесная улица,Лесная ул.,true,true,Лесная
359,13,Кронштадтское шоссе,Кронштадтское шоссе,true,true,Кронштадтское
360,12,Пляжная улица,Пляжная ул.,true,true,Пляжная
361,12,Огородная улица,Огородная ул.,true,true,Огородная
362,11,проезд Парка Дубки,проезд Парка Дубки,true,false,Парка Дубки
363,12,Полевая улица,Полевая ул.,true,true,Полевая
364,8,Безымянный переулок,Безымянный пер.,true,false,Безымянный
365,8,Большой Литейный переулок,Большой Литейный пер.,true,true,Большой Литейный
366,12,улица Инструментальщиков,ул. Инструментальщиков,true,true,Инструментальщиков
367,13,Дубковское шоссе,Дубковское шоссе,true,true,Дубковское
368,4,Южная Кронштадтская дорога,Южная Кронштадтская дор.,true,true,Южная Кронштадтская
369,13,Цитадельское шоссе,Цитадельское шоссе,true,true,Цитадельское
370,12,улица Литке,ул. Литке,true,true,Литке
371,12,улица Гидростроителей,ул. Гидростроителей,true,true,Гидростроителей
372,12,улица Станюковича,ул. Станюковича,true,true,Станюковича
373,11,Местный,Местный,true,false,Местный
374,12,улица Зосимова,ул. Зосимова,true,true,Зосимова
375,12,улица Восстания,ул. Восстания,true,true,Восстания
376,12,улица Урицкого,ул. Урицкого,true,false,Урицкого
377,12,улица Володарского,ул. Володарского,true,false,Володарского
378,12,улица Всеволода Вишневского,ул. Всеволода Вишневского,true,true,Всеволода Вишневского
379,12,Гражданская улица,Гражданская ул.,true,true,Гражданская
380,12,Владимирская улица,Владимирская ул.,true,true,Владимирская
381,12,Большевистская улица,Большевистская ул.,true,true,Большевистская
382,12,улица Попова,ул. Попова,true,false,Попова
383,12,Кольцевая улица,Кольцевая ул.,true,true,Кольцевая
384,12,Инструментальная улица,Инструментальная ул.,true,true,Инструментальная
385,7,набережная реки Сестры,наб. реки Сестры,true,true,реки Сестры
